Superkingdom	Kingdom	Phylum	Class	Order	Family	Genus	Species	Strain	Organism.Name	SetID	No of files in set	TaxID	Size.Mb.	Actual.Size	GC.	Scaffolds	Assembly.Accession
Bacteria	Bacillati	Bacillota	Negativicutes	Selenomonadales	Selenomonadaceae	Megamonas	Megamonas funiformis	AMR_MDS_5753	Megamonas funiformis	SET_5397	2	437897	1.86774	1867737	31.7	435	GCA_035435045.1
Bacteria	Bacillati	Bacillota	Negativicutes	Selenomonadales	Selenomonadaceae	Megamonas	Megamonas funiformis	CTOTU45690	Megamonas funiformis	SET_5397	2	437897	1.86774	1867737	31.7	435	GCA_036829315.1
Bacteria	Pseudomonadati	Planctomycetota	Planctomycetia	Planctomycetales			Planctomycetales bacterium	KS4-C064	Planctomycetales bacterium	SET_5399	2	2053591	3.26236	3262357	60.8	481	GCA_011771305.1
Bacteria	Pseudomonadati	Planctomycetota	Planctomycetia	Planctomycetales			Planctomycetales bacterium	ACK-C064	Planctomycetales bacterium	SET_5399	2	2053591	3.26236	3262357	60.8	481	GCA_011773715.1
Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae		uncultured Lachnospiraceae bacterium	SRR5240730_bin.16_metaWRAP_v1.3_MAG	uncultured Lachnospiraceae bacterium	SET_5400	2	297314	2.02712	2027123	41.7	23	GCA_945828765.1
Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae		uncultured Lachnospiraceae bacterium	ERR1855552_bin.7_metaWRAP_v1.3_MAG	uncultured Lachnospiraceae bacterium	SET_5400	2	297314	2.02712	2027123	41.7	23	GCA_945875825.1
Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	WUSS328	Streptococcus suis	SET_5403	2	1307	2.16684	2166845	41.2	41	GCA_004922805.1
Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	SSJ28	Streptococcus suis	SET_5403	2	1307	2.16684	2166845	41.2	41	GCA_019794605.1
Bacteria	Bacillati	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae		Anaerolineaceae bacterium	AMR_MDS_3463	Anaerolineaceae bacterium	SET_5406	2	2024896	1.46501	1465012	49.9	394	GCA_035396025.1
Bacteria	Bacillati	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae		Anaerolineaceae bacterium	CTOTU18428	Anaerolineaceae bacterium	SET_5406	2	2024896	1.46501	1465012	49.9	394	GCA_036803445.1
Archaea	Thermoproteati	Nitrososphaerota					Nitrososphaerota archaeon	TH-jun18-241	Nitrososphaerota archaeon	SET_5411	2	2026795	0.757212	757212	30.5	41	GCA_938049625.1
Archaea	Thermoproteati	Nitrososphaerota					Nitrososphaerota archaeon	TH-Jun18-241	Nitrososphaerota archaeon	SET_5411	2	2026795	0.757212	757212	30.5	41	GCA_947484955.1
Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Nesterenkonia	Nesterenkonia massiliensis	NP1	Nesterenkonia massiliensis	SET_5413	2	1232429	2.67243	2672431	62.7	19	GCA_000455245.1
Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Nesterenkonia	Nesterenkonia massiliensis	MGYG-HGUT-01450	Nesterenkonia massiliensis	SET_5413	2	1232429	2.67243	2672431	62.7	19	GCA_902375145.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas sp. 159	159	Aeromonas sp. 159	SET_5417	2	1216961	3.36084	3360845	58.2	125	GCA_000292325.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas sp. 159	ena-yuan-GCF_000292325.1	Aeromonas sp. 159	SET_5417	2	1216961	3.36084	3360845	58.2	125	GCA_963862045.1
Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales			Bacteroidales bacterium	extra-SRR7762552.41_1677801603	Bacteroidales bacterium	SET_5418	2	2030927	2.33577	2335775	49.2	109	GCA_949521945.1
Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales			Bacteroidales bacterium	extra-SRR7761326.41_1677801497	Bacteroidales bacterium	SET_5418	2	2030927	2.33577	2335775	49.2	109	GCA_949524445.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella michiganensis	AS012383	Klebsiella michiganensis	SET_5420	2	1134687	6.66835	6668350	56.1	1913	GCA_010592905.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella michiganensis	ena-yuan-GCF_010592905.1	Klebsiella michiganensis	SET_5420	2	1134687	6.66835	6668350	56.1	1913	GCA_963887275.1
Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	uncultured Enterococcus sp.	UMGS1952	uncultured Enterococcus sp.	SET_5421	2	167972	2.98514	2985142	40.7	735	GCA_900556655.1
Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	uncultured Enterococcus sp.	MGYG-HGUT-02939	uncultured Enterococcus sp.	SET_5421	2	167972	2.98514	2985142	40.7	735	GCA_902480885.1
Bacteria	Bacillati	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum	YGMCC0092	Bifidobacterium longum	SET_5423	2	216816	2.79844	2798442	60.1	18	GCA_033658285.1
Bacteria	Bacillati	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum	YGMCCO904	Bifidobacterium longum	SET_5423	2	216816	2.79844	2798442	60.1	18	GCA_033659585.1
Bacteria	Bacillati	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	uncultured Olsenella sp.	SRR5240749_bin.40_metaWRAP_v1.3_MAG	uncultured Olsenella sp.	SET_5425	2	190764	1.61625	1616254	62.9	310	GCA_945828595.1
Bacteria	Bacillati	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	uncultured Olsenella sp.	ERR1855545_bin.15_metaWRAP_v1.3_MAG	uncultured Olsenella sp.	SET_5425	2	190764	1.61625	1616254	62.9	310	GCA_945873525.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus	Proteus sp. G4377	G4377	Proteus sp. G4377	SET_5426	2	2698848	3.61332	3613318	39.4	426	GCA_009915835.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus	Proteus sp. G4377	ena-yuan-GCF_009915835.1	Proteus sp. G4377	SET_5426	2	2698848	3.61332	3613318	39.4	426	GCA_963896325.1
Bacteria	Bacillati	Bacillota	Clostridia	Christensenellales	Christensenellaceae	Christensenella	uncultured Christensenella sp.	extra-SRR7762562.32_1677802256	uncultured Christensenella sp.	SET_5428	2	1545742	1.73306	1733062	43.2	172	GCA_949497125.1
Bacteria	Bacillati	Bacillota	Clostridia	Christensenellales	Christensenellaceae	Christensenella	uncultured Christensenella sp.	extra-SRR7761328.32_1677801518	uncultured Christensenella sp.	SET_5428	2	1545742	1.73306	1733062	43.2	172	GCA_949544185.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas sp. MCCC 1A17488	MCCC 1A17488	Halomonas sp. MCCC 1A17488	SET_5429	2	2731555	4.43068	4430678	66.1	30	GCA_021404315.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas sp. MCCC 1A17488	MCCC 1A17488	Halomonas sp. MCCC 1A17488	SET_5429	2	2731555	4.43068	4430678	66.1	30	GCA_022097085.1
Bacteria	Pseudomonadati	Fidelibacterota					Fidelibacterota bacterium	AMR_MDS_3389	Candidatus Neomarinimicrobiota bacterium	SET_5430	2	2026760	2.2241	2224102	42.2	308	GCA_035397465.1
Bacteria	Pseudomonadati	Fidelibacterota					Fidelibacterota bacterium	CTOTU18354	Candidatus Neomarinimicrobiota bacterium	SET_5430	2	2026760	2.2241	2224102	42.2	308	GCA_036817745.1
Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus	Coprococcus comes	MGYG-HGUT-01315	Coprococcus comes	SET_5433	2	410072	3.24221	3242215	42.4	13	GCA_902373925.1
Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus	Coprococcus comes	ATCC 27758	Coprococcus comes ATCC 27758	SET_5433	2	470146	3.24221	3242215	42.4	13	GCA_000155875.1
Archaea	Promethearchaeati	Candidatus Heimdallarchaeota					Candidatus Heimdallarchaeota archaeon	C1.bin.5	Candidatus Heimdallarchaeota archaeon	SET_5434	2	2026747	2.74844	2748435	33.4	659	GCA_022096895.1
Archaea	Promethearchaeati	Candidatus Heimdallarchaeota					Candidatus Heimdallarchaeota archaeon	RS_7_21	Candidatus Heimdallarchaeota archaeon	SET_5434	2	2026747	2.74844	2748435	33.4	659	GCA_023139025.1
Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Candidatus Pelagibacterales	Candidatus Pelagibacteraceae		Pelagibacteraceae bacterium AG-337-G06	AG-337-G06	Pelagibacteraceae bacterium AG-337-G06	SET_5435	2	2162032	1.27086	1270863	33.5	20	GCA_003282175.1
Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Candidatus Pelagibacterales	Candidatus Pelagibacteraceae		uncultured Pelagibacteraceae bacterium	AG-337-G06	uncultured Pelagibacteraceae bacterium	SET_5435	2	1667051	1.27086	1270863	33.5	20	GCA_902525645.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio tarriae	2016 V-1018	Vibrio tarriae	SET_5437	2	2014742	4.19	4189996	47.1	67	GCA_003312035.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio tarriae	ena-yuan-GCF_003312035.1	Vibrio tarriae	SET_5437	2	2014742	4.19	4189996	47.1	67	GCA_963895855.1
Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp.	AMR_MDS_5721	Flavobacterium sp.	SET_5439	2	239	2.37587	2375866	34.3	808	GCA_035435745.1
Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae		Flavobacteriaceae bacterium	CTOTU45658	Flavobacteriaceae bacterium	SET_5439	2	1871037	2.37587	2375866	34.3	808	GCA_036830015.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pseudenterobacter	Pseudenterobacter timonensis	mt20	Pseudenterobacter timonensis	SET_5440	2	1755099	4.19969	4199690	56.8	13	GCA_900021175.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pseudenterobacter	Pseudenterobacter timonensis	MGYG-HGUT-01536	Pseudenterobacter timonensis	SET_5440	2	1755099	4.19969	4199690	56.8	13	GCA_902375915.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella michiganensis	MW7	Klebsiella michiganensis	SET_5442	2	1134687	5.33524	5335245	56.4	35	GCA_037936795.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella michiganensis	MW6	Klebsiella michiganensis	SET_5442	2	1134687	5.33524	5335245	56.4	35	GCA_037936935.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio splendidus	ZS_82	Vibrio splendidus	SET_5446	2	29497	5.3737	5373700	44.1	53	GCA_003050175.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio splendidus	ena-yuan-GCF_003050175.1	Vibrio splendidus	SET_5446	2	29497	5.3737	5373700	44.1	53	GCA_963879075.1
Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales			Bacteroidales bacterium	AMR_MDS_3557	Bacteroidales bacterium	SET_5448	2	2030927	2.02047	2020468	49	85	GCA_035394145.1
Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales			Bacteroidales bacterium	CTOTU18522	Bacteroidales bacterium	SET_5448	2	2030927	2.02047	2020468	49	85	GCA_036842505.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	ADRDL-LA-7-2013	Salmonella enterica subsp. enterica	SET_5450	2	59201	4.9927	4992701	52	175	GCA_001586555.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	ADRDL-LA-7-2014	Salmonella enterica subsp. enterica	SET_5450	2	59201	4.9927	4992701	52	175	GCA_001586685.1
Bacteria	Bacillati	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum	YGMCC0069	Bifidobacterium longum	SET_5451	2	216816	2.53626	2536263	59.6	33	GCA_033658425.1
Bacteria	Bacillati	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum	YGMCC0746	Bifidobacterium longum	SET_5451	2	216816	2.53626	2536263	59.6	33	GCA_033659405.1
Bacteria	Bacillati	Bacillota	Tissierellia			Sedimentibacter	Sedimentibacter sp.	AMR_MDS_5403	Sedimentibacter sp.	SET_5453	2	1960295	2.48949	2489486	39.1	128	GCA_035441785.1
Bacteria	Bacillati	Bacillota					Bacillota bacterium	CTOTU38569	Bacillota bacterium	SET_5453	2	1879010	2.48949	2489486	39.1	128	GCA_036805945.1
Bacteria	Bacillati	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Cutibacterium acnes	T35709	Cutibacterium acnes	SET_5455	2	1747	2.54303	2543034	60	9	GCA_003384625.1
Bacteria	Bacillati	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Cutibacterium acnes	T35709	Cutibacterium acnes	SET_5455	2	1747	2.54303	2543034	60	9	GCA_005937785.1
Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus rubinfantis	MT18	Paenibacillus rubinfantis	SET_5456	2	1720296	5.37036	5370356	53	20	GCA_001486505.1
Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus rubinfantis	MGYG-HGUT-01525	Paenibacillus rubinfantis	SET_5456	2	1720296	5.37036	5370356	53	20	GCA_902375825.1
Bacteria	Pseudomonadati	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter sp. JH33	JH33	Campylobacter sp. JH33	SET_5459	2	2798510	1.85669	1856694	31.3	191	GCA_017846555.1
Bacteria	Pseudomonadati	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter coli	WL33	Campylobacter coli	SET_5459	2	195	1.85669	1856694	31.3	191	GCA_014874665.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas caviae	TCO22	Aeromonas caviae	SET_5460	2	648	4.57481	4574807	61.2	178	GCA_006243135.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas caviae	ena-yuan-GCF_006243135.1	Aeromonas caviae	SET_5460	2	648	4.57481	4574807	61.2	178	GCA_963883395.1
Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Ruminococcus	Ruminococcus bicirculans (ex Wegman et al. 2014)	D59t2_181005_B8	Ruminococcus bicirculans (ex Wegman et al. 2014)	SET_5462	2	1160721	3.14605	3146046	43	29	GCA_015558365.1
Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Ruminococcus	Ruminococcus bicirculans (ex Wegman et al. 2014)	D59st1_B8_D59t2_181005	Ruminococcus bicirculans (ex Wegman et al. 2014)	SET_5462	2	1160721	3.14605	3146046	43	29	GCA_028327565.1
Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales			Clostridiales bacterium	extra-SRR7761327.8_1677801500	Clostridiales bacterium	SET_5464	2	1898207	2.17591	2175911	61.8	307	GCA_949519555.1
Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales			Clostridiales bacterium	extra-SRR7762555.8_1677801621	Clostridiales bacterium	SET_5464	2	1898207	2.17591	2175911	61.8	307	GCA_949523135.1
Bacteria	Bacillati	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae		Anaerolineaceae bacterium	AMR_MDS_5419	Anaerolineaceae bacterium	SET_5465	2	2024896	1.75872	1758719	49.4	141	GCA_035520075.1
Bacteria	Bacillati	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae		Anaerolineaceae bacterium	CTOTU38585	Anaerolineaceae bacterium	SET_5465	2	2024896	1.75872	1758719	49.4	141	GCA_036802265.1
Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes ihumii	AP11	Alistipes ihumii AP11	SET_5466	2	1211813	2.77282	2772824	57.9	60	GCA_000321205.1
Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes ihumii	MGYG-HGUT-01429	Alistipes ihumii	SET_5466	2	1470347	2.77282	2772824	57.9	60	GCA_902374895.1
Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales			uncultured Eubacteriales bacterium	MGYG-HGUT-03058	uncultured Eubacteriales bacterium	SET_5467	2	172733	1.8221	1822100	25.5	44	GCA_902482095.1
Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	uncultured Clostridium sp.	UMGS1642	uncultured Clostridium sp.	SET_5467	2	59620	1.8221	1822100	25.5	44	GCA_900553685.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio mimicus	FDAARGOS_113	Vibrio mimicus	SET_5470	2	674	4.43209	4432093	46.2	2	GCA_001471395.2
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio mimicus	ena-yuan-GCF_001471395.2	Vibrio mimicus	SET_5470	2	674	4.43209	4432093	46.2	2	GCA_963870535.1
Bacteria	Bacillati	Candidatus Melainabacteria		Candidatus Gastranaerophilales			Candidatus Gastranaerophilales bacterium	HGM07915	Candidatus Gastranaerophilales bacterium	SET_5471	2	2137880	1.55088	1550881	31.8	473	GCA_900772105.1
Bacteria							uncultured bacterium	MGYG-HGUT-03666	uncultured bacterium	SET_5471	2	77133	1.55088	1550881	31.8	473	GCA_902488195.1
Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola vulgatus	1001175st1_C6	Phocaeicola vulgatus	SET_5474	2	821	5.25553	5255533	42.5	100	GCA_005844725.1
Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola vulgatus	1001175B_160314_C6	Phocaeicola vulgatus	SET_5474	2	821	5.25553	5255533	42.5	100	GCA_015556625.1
Bacteria	Bacillati	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	uncultured Collinsella sp.	SRR5240744_bin.50_metaWRAP_v1.3_MAG	uncultured Collinsella sp.	SET_5475	2	165190	1.03733	1037325	60	246	GCA_945828725.1
Bacteria	Bacillati	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	uncultured Collinsella sp.	ERR1855549_bin.50_metaWRAP_v1.3_MAG	uncultured Collinsella sp.	SET_5475	2	165190	1.03733	1037325	60	246	GCA_945870805.1
Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Faecalibacterium	Faecalibacterium prausnitzii	M21/2	Faecalibacterium prausnitzii M21/2	SET_5476	2	411485	3.12738	3127383	56.2	25	GCA_000154385.1
Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Faecalibacterium	Faecalibacterium prausnitzii	MGYG-HGUT-01300	Faecalibacterium prausnitzii	SET_5476	2	853	3.12738	3127383	56.2	25	GCA_902373685.1
Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	156	Staphylococcus aureus	SET_5479	2	1280	2.8751	2875096	32.7	307	GCA_012276835.1
Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	145	Staphylococcus aureus	SET_5479	2	1280	2.8751	2875096	32.7	307	GCA_012276845.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	3754STDY6170864	Klebsiella pneumoniae	SET_5481	2	573	5.76875	5768755	56.8	49	GCA_900516625.2
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	3754STDY6170864	Klebsiella pneumoniae	SET_5481	2	573	5.76875	5768755	56.8	49	GCA_902157265.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Budviciaceae	Leminorella	Leminorella richardii	NCTC12151	Leminorella richardii	SET_5483	2	158841	3.97627	3976274	51.9	1	GCA_900478135.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Budviciaceae	Leminorella	Leminorella richardii	MGYG-HGUT-02385	Leminorella richardii	SET_5483	2	158841	3.97627	3976274	51.9	1	GCA_902386615.1
Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae		Oscillospiraceae bacterium	HGM13210	Oscillospiraceae bacterium	SET_5485	2	2485925	2.46269	2462692	39.6	410	GCA_900765125.1
Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae		uncultured Oscillospiraceae bacterium	MGYG-HGUT-03337	uncultured Oscillospiraceae bacterium	SET_5485	2	707003	2.46269	2462692	39.6	410	GCA_902484935.1
Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Rectinemataceae	Rectinema	Rectinema sp.	AMR_MDS_3330	Rectinema sp.	SET_5486	2	1937017	1.57398	1573983	44.6	320	GCA_035398575.1
Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales			Spirochaetales bacterium	CTOTU18295	Spirochaetales bacterium	SET_5486	2	2026792	1.57398	1573983	44.6	320	GCA_036768435.1
Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae		uncultured Oscillospiraceae bacterium	UMGS599	uncultured Oscillospiraceae bacterium	SET_5491	2	707003	2.04628	2046279	49.8	114	GCA_900543705.1
Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae		uncultured Oscillospiraceae bacterium	MGYG-HGUT-02965	uncultured Oscillospiraceae bacterium	SET_5491	2	707003	2.04628	2046279	49.8	114	GCA_902481165.1
Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae		Porphyromonadaceae bacterium UBA7167	extra-SRR5574499.42_1677764879	Porphyromonadaceae bacterium UBA7167	SET_5492	3	1952658	2.46059	2460588	50.4	226	GCA_949429665.1
Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae		Porphyromonadaceae bacterium UBA7167	extra-SRR5574474.43_1677764758	Porphyromonadaceae bacterium UBA7167	SET_5492	3	1952658	2.46059	2460588	50.4	226	GCA_949459435.1
Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae		Porphyromonadaceae bacterium UBA7167	extra-SRR5574491.42_1677764809	Porphyromonadaceae bacterium UBA7167	SET_5492	3	1952658	2.46059	2460588	50.4	226	GCA_949478765.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	ST11-OXA245	Klebsiella pneumoniae	SET_5495	2	573	5.67039	5670386	57.1	174	GCA_009746385.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	A04/02	Klebsiella pneumoniae	SET_5495	2	573	5.67039	5670386	57.1	174	GCA_013187305.1
Bacteria	Pseudomonadati	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae		Nitrospiraceae bacterium	SKS.bin12	Nitrospiraceae bacterium	SET_5496	2	2026770	3.94261	3942611	53.3	93	GCA_028065755.1
Bacteria	Pseudomonadati	Nitrospirota					Nitrospirota bacterium	SKS1.bin124	Nitrospirota bacterium	SET_5496	2	2026887	3.94261	3942611	53.3	93	GCA_021811105.1
Bacteria	Bacillati	Bacillota					uncultured Bacillota bacterium	MGYG-HGUT-03259	uncultured Firmicutes bacterium	SET_5497	2	344338	2.21496	2214959	46.5	147	GCA_902484075.1
Bacteria	Bacillati	Bacillota					Bacillota bacterium	HGM14224	Bacillota bacterium	SET_5497	2	1879010	2.21496	2214959	46.5	147	GCA_900761905.1
Bacteria	Pseudomonadati	Bacteroidota	Cytophagia	Cytophagales	Cyclobacteriaceae		Cyclobacteriaceae bacterium	AMR_MDS_0710	Cyclobacteriaceae bacterium	SET_5501	2	2099675	3.81689	3816888	45.9	263	GCA_035337855.1
Bacteria	Pseudomonadati	Bacteroidota	Cytophagia	Cytophagales	Cyclobacteriaceae		Cyclobacteriaceae bacterium	CTOTU8893	Cyclobacteriaceae bacterium	SET_5501	2	2099675	3.81689	3816888	45.9	263	GCA_036743755.1
Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae		Paludibacteraceae bacterium	AMR_MDS_3537	Paludibacteraceae bacterium	SET_5504	2	2748031	1.96384	1963837	37.7	202	GCA_035394505.1
Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae		Paludibacteraceae bacterium	CTOTU18502	Paludibacteraceae bacterium	SET_5504	2	2748031	1.96384	1963837	37.7	202	GCA_036838105.1
Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Nosocomiicoccus	Nosocomiicoccus massiliensis	NP2	Nosocomiicoccus massiliensis	SET_5505	2	1232430	1.50973	1509734	36.5	154	GCA_000438455.1
Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Nosocomiicoccus	Nosocomiicoccus massiliensis	MGYG-HGUT-01449	Nosocomiicoccus massiliensis	SET_5505	2	1232430	1.50973	1509734	36.5	154	GCA_902375165.1
