Assembly	BioSample	Organism	Submitter	SeqTech	SubmissionDate	SubmissionYear	IsolationSource	GeoLocName	CollectionDate	Host	RefSeq_Accession	RefSeq_Present	SetID
GCA_902387545.1	SAMEA5851983	Phocaeicola dorei	EMG	Illumina	2019-08-07T10:18:26.163	2019	human gut	Finland	_NA_	_NA_	GCF_902387545.1	Yes	SET_4725
GCA_001274835.1	SAMN02873677	Phocaeicola dorei	University of Florida	Pacific Biosciences	2014-06-25T16:07:13.253	2014	_NA_	Finland: Turku	11/15/00	Homo sapiens	na	No	SET_4725
GCA_000016525.1	SAMN02604313	Methanobrevibacter smithii ATCC 35061	Washington University Center for Genome Sciences	_NA_	2014-01-30T15:13:24.246	2014	_NA_	_NA_	_NA_	_NA_	GCF_000016525.1	Yes	SET_4726
GCA_028743435.1	SAMN33244397	Methanobrevibacter smithii ATCC 35061	Zymo Research Corporation	Illumina HiSeq; Oxford Nanopore MinION	2023-02-10T15:00:12.087	2023	_NA_	USA	01-11-2019	Homo sapiens	GCF_028743435.1	Yes	SET_4726
GCA_003384225.1	SAMN07656239	Cutibacterium acnes	University of Washington	Illumina	2017-09-15T17:06:05.280	2017	tissue right Shoulder glenoid membrane	USA: Seattle	Missing	Homo sapiens	GCF_003384225.1	Yes	SET_4727
GCA_005937375.1	SAMN09289898	Cutibacterium acnes	University of Washington	Illumina MiSeq	2018-05-31T15:15:18.853	2018	Tissue Right Shoulder GLENOID MEMBRANE No. 2	USA	27-10-2015	Homo sapiens	GCF_005937375.1	Yes	SET_4727
GCA_902486615.1	SAMEA5853017	uncultured Porphyromonadaceae bacterium	EMG	Illumina	2019-08-07T10:18:58.946	2019	human gut	not provided	_NA_	_NA_	na	No	SET_473
GCA_900769035.1	SAMEA5280198	Bacteroidales bacterium	DOE JGI	Illumina HiSeq 2000	2019-02-01T10:30:51.646	2019	human stool	Fiji	01-01-2018	_NA_	GCF_900769035.1	Yes	SET_473
GCA_035397685.1	SAMN32865113	Candidatus Cloacimonadota bacterium	CLUE-TERRA	Illumina MiSeq	2023-01-22T10:56:07.513	2023	Activated sludge of municipal wastewater treatment plants	USA	09-03-2015	_NA_	na	No	SET_4730
GCA_036847035.1	SAMN28751726	Candidatus Cloacimonadota bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T08:18:37.870	2022	sludge	USA	09-03-2015	_NA_	na	No	SET_4730
GCA_004745155.1	SAMN07759755	Escherichia sp. E4702	The Hong Kong University of Science and Technology	Ion Torrent	2017-10-09T01:46:05.040	2017	_NA_	Hong Kong	30-09-2009	_NA_	GCF_004745155.1	Yes	SET_4734
GCA_963883545.1	SAMEA115017899	Escherichia sp. E4702	Nanjing Agriculture University	not collected	2024-03-02T10:03:58.302	2024	_NA_	Hong Kong	not collected	_NA_	GCF_963883545.1	Yes	SET_4734
GCA_035395365.1	SAMN32865232	Bacteroidales bacterium	CLUE-TERRA	Illumina MiSeq	2023-01-22T10:56:08.677	2023	Activated sludge of municipal wastewater treatment plants	Japan	20-04-2015	_NA_	na	No	SET_4737
GCA_036843665.1	SAMN28751464	Bacteroidales bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T08:18:33.630	2022	sludge	Japan	20-04-2015	_NA_	na	No	SET_4737
GCA_035329705.1	SAMN32809436	Chitinophagales bacterium	CLUE-TERRA	Illumina MiSeq	2023-01-20T09:11:08.230	2023	full-scale industrial wastewater treatment plants sludge	Argentina	Missing	_NA_	na	No	SET_4738
GCA_036843485.1	SAMN28751378	Chitinophagales bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T08:18:32.446	2022	sludge	Argentina	Missing	_NA_	na	No	SET_4738
GCA_019212185.1	SAMN20014182	Pseudomonas fluorescens	Christian-Albrechts-University Kiel	Illumina NextSeq; PacBio Sequel	2021-07-02T15:56:47.788	2021	_NA_	Germany: Kiel	2020	Caenorhabditis elegans	GCF_019212185.1	Yes	SET_4739
GCA_035974255.1	SAMN38840204	Pseudomonas fluorescens	Christian-Albrechts-University Kiel	Illumina MiSeq	2023-12-14T12:11:05.460	2023	worm	Germany:Kiel	2020	Caenorhabditis elegans	GCF_035974255.1	Yes	SET_4739
GCA_009915635.1	SAMN13870612	Proteus sp. G4380	nankai university	Illumina GAIIx	2020-01-15T21:55:03.740	2020	Missing	Missing	Missing	_NA_	GCF_009915635.1	Yes	SET_474
GCA_963885725.1	SAMEA115018139	Proteus sp. G4380	Nanjing Agriculture University	not collected	2024-03-02T10:04:05.845	2024	_NA_	not collected	not collected	_NA_	GCF_963885725.1	Yes	SET_474
GCA_035337795.1	SAMN32810346	Acidobacteriota bacterium	CLUE-TERRA	Illumina MiSeq	2023-01-20T09:39:08.897	2023	Domestic waste water	Singapore	19-06-2015	_NA_	na	No	SET_4742
GCA_036759565.1	SAMN28747665	Acidobacteriota bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T05:28:37.390	2022	sludge	Singapore	19-06-2015	_NA_	na	No	SET_4742
GCA_012952615.1	SAMN14265980	Escherichia coli	University of Pittsburgh School of Medicine	Oxford Nanopore MinION	2020-03-03T09:16:08.373	2020	blood	USA: Pennsylvania, Pittsburgh	2017	Homo sapiens	GCF_012952615.1	Yes	SET_4743
GCA_025593685.1	SAMN30550060	Escherichia coli	University of Pittsburgh	Illumina; MinION	2022-08-28T22:09:05.776	2022	clinical	USA: Pittsburgh, Pennsylvania	2017	Homo sapiens	GCF_025593685.1	Yes	SET_4743
GCA_017846645.1	SAMN17108531	Campylobacter sp. JH20	Jinhua Central Hospital	Illumina NovaSeq	2020-12-18T00:32:03.800	2020	feces	China:Jinhua	01-09-2019	chicken	GCF_017846645.1	Yes	SET_4744
GCA_014874745.1	SAMN16327881	Campylobacter coli	Jinhua Central Hospital	Illumina HiSeq	2020-10-01T09:58:06.663	2020	excrement	China:Jinhua	Missing	poultry	GCF_014874745.1	Yes	SET_4744
GCA_003858715.1	SAMN10476580	Escherichia coli	Sun Yat-sen University	Illumina HiSeq	2018-11-26T08:43:06.863	2018	Gut	China:Guangdong	2013	Homo sapiens	GCF_003858715.1	Yes	SET_4746
GCA_009822765.1	SAMN11928140	Escherichia coli	Sichuan University	Illumina HiSeq	2019-06-01T07:44:07.267	2019	feces	Missing	Missing	Homo sapiens	GCF_009822765.1	Yes	SET_4746
GCA_003397525.1	SAMN09205339	Pseudomonas aeruginosa	Lebanese American University	Illumina MiSeq	2018-05-14T04:47:02.430	2018	_NA_	Lebanon	2016	Homo sapiens	GCF_003397525.1	Yes	SET_4747
GCA_009765195.1	SAMN12345824	Pseudomonas aeruginosa	Lebanese American University	Illumina MiSeq	2019-07-23T16:30:04.876	2019	_NA_	Lebanon: Beirut	2015-12	Homo sapiens	GCF_009765195.1	Yes	SET_4747
GCA_014530035.1	SAMN16078794	Leucobacter sp. cx-328	China CDC	Illumina HiSeq PE150	2020-09-08T09:33:04.870	2020	intestinal contents	China: Poyang Lake, Jiangxi Province	2019	Procambarus clarkii	GCF_014530035.1	Yes	SET_4748
GCA_018682345.1	SAMN17977599	Leucobacter sp. CX328	National Institute for Communicable Disease Control and Prevention, Chinese Center for Disease Contr	Illumina HiSeq PE150	2021-02-18T10:19:06.370	2021	intestinal content	China: Jiangxi provience	2019	crawfish	GCF_018682345.1	Yes	SET_4748
GCA_026133945.1	SAMN25889418	Klebsiella pneumoniae	Peking University Third Hospital	Illumina NovaSeq	2022-02-13T10:20:04.463	2022	Missing	China: Beijing	08-09-2020	Homo sapiens	GCF_026133945.1	Yes	SET_475
GCA_026199175.1	SAMN28408317	Klebsiella pneumoniae	Peking University Third Hospital	Illumina HiSeq	2022-05-14T10:00:08.820	2022	patient with infection	China: Beijing	08-09-2020	Homo sapiens	GCF_026199175.1	Yes	SET_475
GCA_000287155.2	SAMN02470454	Vibrio ordalii FS-238	MIT	Illumina GAII; Illumina GI	2013-12-19T13:24:49.503	2013	filtered seawater (<1um filter)	USA: Massachusetts	2006-04	_NA_	GCF_000287155.2	Yes	SET_4750
GCA_963861205.1	SAMEA115015659	Vibrio ordalii FS-238	Nanjing Agriculture University	not collected	2024-03-02T10:02:38.869	2024	_NA_	not collected	not collected	_NA_	GCF_963861205.1	Yes	SET_4750
GCA_900541115.1	SAMEA4890991	uncultured Collinsella sp.	EBI	Illumina	2019-01-28T10:03:05.863	2019	human gut	_NA_	_NA_	_NA_	na	No	SET_4757
GCA_902481895.1	SAMEA5852542	uncultured Collinsella sp.	EMG	Illumina	2019-08-07T10:18:43.836	2019	human gut	Netherlands	_NA_	_NA_	na	No	SET_4757
GCA_945827915.1	SAMEA110360226	uncultured Lachnoclostridium sp.	EMG	NextSeq 500	2022-07-15T08:11:11.660	2022	pig gut metagenome	Germany	01-08-2016	_NA_	GCF_945827915.1	Yes	SET_4758
GCA_945870345.1	SAMEA110402250	uncultured Lachnoclostridium sp.	EMG	NextSeq 500	2022-07-22T13:12:55.056	2022	pig gut metagenome	Germany	01-08-2016	_NA_	GCF_945870345.1	Yes	SET_4758
GCA_003397565.1	SAMN09205342	Pseudomonas aeruginosa	Lebanese American University	Illumina MiSeq	2018-05-14T04:51:04.033	2018	_NA_	Lebanon	2016	Homo sapiens	GCF_003397565.1	Yes	SET_4759
GCA_009299655.1	SAMN12127393	Pseudomonas aeruginosa	Lebanese American University	Illumina MiSeq	2019-06-24T12:25:03.980	2019	_NA_	Lebanon: Beirut	2015-06	Homo sapiens	GCF_009299655.1	Yes	SET_4759
GCA_003209935.1	SAMN08886471	SAR202 cluster bacterium AG-430-C21	Massachusetts Institute of Technology	Illumina NextSeq 500	2018-04-06T15:44:17.840	2018	single cell amplified by WGA-X; seawater	Atlantic Ocean	30-11-2011	_NA_	na	No	SET_4760
GCA_902580285.1	SAMEA6079799	uncultured SAR202 cluster bacterium	WOODS HOLE OCEANOGRAPHIC INSTITUTION	illumina	2019-10-26T18:19:50.930	2019	marine water	_NA_	30-11-2011	_NA_	na	No	SET_4760
GCA_900763145.1	SAMEA5280122	uncultured Faecalibacterium sp.	DOE JGI	Illumina HiSeq 4000	2019-02-01T10:29:49.423	2019	human stool	Mongolia	01-01-2018	_NA_	na	No	SET_4762
GCA_902484425.1	SAMEA5852797	uncultured Faecalibacterium sp.	EMG	Illumina	2019-08-07T10:18:52.196	2019	human gut	Mongolia	_NA_	_NA_	na	No	SET_4762
GCA_025421955.1	SAMN30840003	Escherichia coli	Provincial Hospital Affiliated to Shandong First Medical University	Illumina	2022-09-13T22:40:06.476	2022	fecal samples	China:Shandong	2021-09	Homo sapiens	GCF_025421955.1	Yes	SET_4763
GCA_028464465.1	SAMN30948388	Escherichia coli	Provincial Hospital Affiliated to Shandong First Medical University	Illumina	2022-09-21T07:08:07.376	2022	Missing	China:Shandong	2021-09	Homo sapiens	GCF_028464465.1	Yes	SET_4763
GCA_002909045.1	SAMN04302117	Sinorhizobium americanum	Instituo Politecnico Nacional	Illumina MiSeq	2015-11-30T15:00:31.000	2015	root nodule	Mexico: General Cepeda, Coahuila	2010-06	Phaseolus vulgaris	GCF_002909045.1	Yes	SET_4764
GCA_002532005.1	SAMN07627179	Sinorhizobium sp. NG07B	Northwest A&F University	Illumina HiSeq	2017-09-10T09:46:04.150	2017	root nodule	Mexico: General Cepeda, Coahuila	2010-06	Phaseolus vulgaris	GCF_002532005.1	Yes	SET_4764
GCA_020052335.1	SAMN18076996	Chloroflexota bacterium	Northwestern University	Illumina HiSeq 2500	2021-02-26T16:21:08.910	2021	fracture fluid	USA: Sanford Underground Research Facility, Lead SD, Deep Mine Microbial Observatory (DeMMO)	2018-04	_NA_	na	No	SET_4765
GCA_020061165.1	SAMN18076567	Chloroflexota bacterium	Northwestern University	Illumina HiSeq 2500	2021-02-26T16:20:08.463	2021	fracture fluid	USA: Sanford Underground Research Facility, Lead SD, Deep Mine Microbial Observatory (DeMMO)	2018-04	_NA_	na	No	SET_4765
GCA_036749315.1	SAMN28747318	Methanotrichaceae archaeon	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T05:11:40.270	2022	sludge	USA	09-03-2015	_NA_	na	No	SET_4766
GCA_035398045.1	SAMN32865095	Methanothrix sp.	CLUE-TERRA	Illumina MiSeq	2023-01-22T10:56:07.350	2023	Activated sludge of municipal wastewater treatment plants	USA	09-03-2015	_NA_	na	No	SET_4766
GCA_000817995.1	SAMN03273368	Bifidobacterium adolescentis	China Agricultural University	PacBio RS	2014-12-28T22:04:48.826	2014	human feces	China: village Bama, guangxi	30-10-2006	_NA_	GCF_000817995.1	Yes	SET_4767
GCA_902386735.1	SAMEA5851899	Bifidobacterium adolescentis	EMG	Illumina	2019-08-07T10:18:23.633	2019	human gut	China	_NA_	_NA_	GCF_902386735.1	Yes	SET_4767
GCA_002317045.1	SAMN07450651	Aeromonas salmonicida	JCVI	Illumina NextSeq 500	2017-08-04T11:41:38.650	2017	food	Thailand: Lamphun	19-02-2016	Enviromental	GCF_002317045.1	Yes	SET_4769
GCA_963875315.1	SAMEA115017498	Aeromonas salmonicida	Nanjing Agriculture University	not collected	2024-03-02T10:03:38.255	2024	_NA_	not collected	not collected	_NA_	GCF_963875315.1	Yes	SET_4769
GCA_028065115.1	SAMN27723821	Betaproteobacteria bacterium	South china normal university	Illumina HiSeq	2022-04-21T12:46:05.306	2022	acid mine drainage sediment	China: Wuhu, Anhui Province	2017-07/2017-08	_NA_	na	No	SET_4770
GCA_021820845.1	SAMN20844173	Pseudomonadota bacterium	Sun Yat-sen University, Guangzhou	Illumina MiSeq	2021-08-18T04:13:07.110	2021	acid mine drainage sediment	China: Wuhu Polymetallic Mine, Anhui Province	01-10-2017	_NA_	na	No	SET_4770
GCA_035325165.1	SAMN32809281	Povalibacter sp.	CLUE-TERRA	Illumina MiSeq	2023-01-20T09:11:06.670	2023	full-scale industrial wastewater treatment plants sludge	Argentina	Missing	_NA_	GCF_035325165.1	Yes	SET_4771
GCA_036735925.1	SAMN28746617	Povalibacter sp.	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T04:53:36.156	2022	sludge	Argentina	Missing	_NA_	GCF_036735925.1	Yes	SET_4771
GCA_002919355.1	SAMN08158227	Phyllobacteriaceae bacterium	zhejiang university	Illumina HiSeq	2017-12-10T20:45:05.983	2017	manure	China: Hangzhou	10-10-2013	pig	na	No	SET_4772
GCA_002919345.1	SAMN08158228	Clostridia bacterium	zhejiang university	Illumina HiSeq	2017-12-10T20:45:06.000	2017	manure	China: Hangzhou	10-10-2013	pig	na	No	SET_4772
GCA_900541865.1	SAMEA4891071	uncultured Porphyromonadaceae bacterium	EBI	Illumina	2019-01-28T10:03:51.546	2019	human gut	_NA_	_NA_	_NA_	na	No	SET_4773
GCA_902480275.1	SAMEA5852380	uncultured Porphyromonadaceae bacterium	EMG	Illumina	2019-08-07T10:18:38.666	2019	human gut	USA	_NA_	_NA_	na	No	SET_4773
GCA_004922825.1	SAMN11431407	Streptococcus suis	Nanjing Agricultural University	Illumina HiSeq	2019-04-16T01:56:08.070	2019	tonsil	China: Nangjing	11-12-2017	Sus scrofa domesticus	GCF_004922825.1	Yes	SET_4776
GCA_019794715.1	SAMN20953766	Streptococcus suis	Nanjing Agricultural University	Illumina HiSeq	2021-08-24T04:44:29.233	2021	_NA_	China	2018	Healthy pig	GCF_019794715.1	Yes	SET_4776
GCA_945828575.1	SAMEA110360400	uncultured Clostridium sp.	EMG	NextSeq 500	2022-07-15T08:11:17.436	2022	pig gut metagenome	Germany	01-08-2016	_NA_	na	No	SET_4777
GCA_945869055.1	SAMEA110402112	uncultured Clostridium sp.	EMG	NextSeq 500	2022-07-22T13:12:51.206	2022	pig gut metagenome	Germany	01-08-2016	_NA_	na	No	SET_4777
GCA_008123385.1	SAMN12608410	Klebsiella pneumoniae	Universidad de Concepcion	Illumina HiSeq	2019-08-20T11:04:04.591	2019	blood	Chile:Temuco	2012	Homo sapiens	GCF_008123385.1	Yes	SET_4778
GCA_963885165.1	SAMEA115018053	Klebsiella pneumoniae	Nanjing Agriculture University	not collected	2024-03-02T10:04:01.088	2024	_NA_	not collected	not collected	_NA_	GCF_963885165.1	Yes	SET_4778
GCA_009746175.1	SAMN13337946	Klebsiella quasipneumoniae	CHU A Coruna	Illumina MiSeq	2019-11-20T12:35:08.296	2019	blood	Spain	2013-11/2014-04	Homo sapiens	GCF_009746175.1	Yes	SET_4779
GCA_013187335.1	SAMN14896285	Klebsiella quasipneumoniae	Hospital Universitario Virgen Macarena	Illumina MiSeq	2020-05-12T07:45:08.096	2020	blood	Spain: Malaga	30-10-2014	Homo sapiens	GCF_013187335.1	Yes	SET_4779
GCA_040015695.1	SAMN41521420	Citrobacter freundii	RIVM	Illumina NextSeq	2024-05-24T09:17:10.290	2024	hospital	Netherlands	22-07-2020	Homo sapiens	GCF_040015695.1	Yes	SET_478
GCA_040329355.1	SAMN41521422	Citrobacter freundii	RIVM	Illumina NextSeq	2024-05-24T09:17:10.310	2024	hospital	Netherlands	23-11-2020	Homo sapiens	GCF_040329355.1	Yes	SET_478
GCA_002760695.1	SAMN06459018	Acinetobacter baumannii	UR12SP37-EA7361	Illumina MiSeq	2017-02-28T07:24:05.123	2017	urine	Tunisia: Sousse	13-06-2013	Homo sapiens	GCF_002760695.1	Yes	SET_4781
GCA_002760835.1	SAMN06461382	Acinetobacter baumannii	UR12SP37-EA7361	Illumina MiSeq	2017-03-01T08:08:06.350	2017	blood	Tunisia: Sousse	01-09-2015	Homo sapiens	GCF_002760835.1	Yes	SET_4781
GCA_902508005.1	SAMEA6099459	Klebsiella pneumoniae	ZHEJIANG UNIVERSITY	Illumina Hiseq xTen	2019-12-17T09:06:05.230	2019	homo	China	2017	homo	GCF_902508005.1	Yes	SET_4783
GCA_963900885.1	SAMEA115016776	Klebsiella pneumoniae	Nanjing Agriculture University	not collected	2024-03-02T10:03:15.755	2024	_NA_	not collected	not collected	_NA_	GCF_963900885.1	Yes	SET_4783
GCA_037920325.1	SAMN40440839	Clostridioides difficile	Jeonbuk National University	Illumina NovaSeq; Oxford Nanopore MinION	2024-03-13T13:21:04.800	2024	_NA_	South Korea	01-08-2022	Dog	GCF_037920325.1	Yes	SET_4784
GCA_037922655.1	SAMN40440832	Clostridioides difficile	Jeonbuk National University	Illumina NovaSeq; Oxford Nanopore MinION	2024-03-13T13:21:04.727	2024	_NA_	South Korea	25-05-2022	Dog	GCF_037922655.1	Yes	SET_4784
GCA_035329845.1	SAMN32809427	Burkholderiaceae bacterium	CLUE-TERRA	Illumina MiSeq	2023-01-20T09:11:08.147	2023	full-scale industrial wastewater treatment plants sludge	Argentina	Missing	_NA_	na	No	SET_4785
GCA_036734305.1	SAMN28746039	Burkholderiaceae bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T03:55:34.600	2022	sludge	Argentina	Missing	_NA_	na	No	SET_4785
GCA_902487235.1	SAMEA5853086	uncultured Christensenellaceae bacterium	EMG	Illumina	2019-08-07T10:19:01.306	2019	human gut	not provided	_NA_	_NA_	na	No	SET_4786
GCA_900770135.1	SAMEA5278344	Clostridia bacterium	DOE JGI	Illumina HiSeq 2000	2019-02-01T10:06:32.786	2019	human stool	Fiji	01-01-2018	_NA_	GCF_900770135.1	Yes	SET_4786
GCA_037479455.1	SAMN38840231	Sphingomonas molluscorum	Christian-Albrechts-University Kiel	Illumina MiSeq + PacBio SMRT	2023-12-14T12:11:05.754	2023	worm	Germany:Kiel	2020	Caenorhabditis elegans	GCF_037479455.1	Yes	SET_4788
GCA_004341505.2	SAMN10361612	Sphingomonas sp. JUb134	DOE Joint Genome Institute	Illumina	2018-11-01T19:06:51.317	2018	Missing	Missing	Missing	not applicable	GCF_004341505.2	Yes	SET_4788
GCA_035441585.1	SAMN32867629	Bacteroidia bacterium	CLUE-TERRA	Illumina MiSeq	2023-01-22T12:45:09.810	2023	Aquaculture farm sediments	Hong Kong	Missing	_NA_	na	No	SET_4789
GCA_036807125.1	SAMN28749805	Bacteroidota bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T07:09:36.496	2022	sediment; sludge; water	Missing	Missing	_NA_	na	No	SET_4789
GCA_900770775.1	SAMEA5279413	Lachnospiraceae bacterium	DOE JGI	Illumina HiSeq 2000	2019-02-01T10:20:43.306	2019	human stool	Fiji	01-01-2018	_NA_	na	No	SET_479
GCA_902487665.1	SAMEA5853122	uncultured Lachnospiraceae bacterium	EMG	Illumina	2019-08-07T10:19:02.573	2019	human gut	not provided	_NA_	_NA_	na	No	SET_479
GCA_020052495.1	SAMN18076988	Pseudomonadota bacterium	Northwestern University	Illumina HiSeq 2500	2021-02-26T16:21:08.820	2021	fracture fluid	USA: Sanford Underground Research Facility, Lead SD, Deep Mine Microbial Observatory (DeMMO)	2018-04	_NA_	na	No	SET_4790
GCA_020060275.1	SAMN18076611	Pseudomonadota bacterium	Northwestern University	Illumina HiSeq 2500	2021-02-26T16:20:08.993	2021	fracture fluid	USA: Sanford Underground Research Facility, Lead SD, Deep Mine Microbial Observatory (DeMMO)	2018-04	_NA_	na	No	SET_4790
GCA_036818165.1	SAMN28750150	Clostridiales bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T07:21:36.360	2022	water	Germany	21-06-2012	_NA_	na	No	SET_4791
GCA_035435235.1	SAMN32867965	Candidatus Fimenecus sp.	CLUE-TERRA	Illumina MiSeq	2023-01-22T13:07:07.170	2023	Medicalfacilities Wastewater	Germany	21-06-2012	_NA_	na	No	SET_4791
GCA_035393905.1	SAMN32865304	Bacteroidales bacterium	CLUE-TERRA	Illumina MiSeq	2023-01-22T10:56:09.340	2023	Activated sludge of municipal wastewater treatment plants	USA	07-01-2015	_NA_	na	No	SET_4792
GCA_036829455.1	SAMN28750817	Bacteroidales bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T07:28:37.366	2022	sludge	USA	07-01-2015	_NA_	na	No	SET_4792
GCA_035396085.1	SAMN32865195	Bacteroidales bacterium	CLUE-TERRA	Illumina MiSeq	2023-01-22T10:56:08.280	2023	Activated sludge of municipal wastewater treatment plants	Japan	20-04-2015	_NA_	na	No	SET_4795
GCA_036793665.1	SAMN28748918	Bacteroidales bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T06:45:40.833	2022	sludge	Japan	20-04-2015	_NA_	na	No	SET_4795
GCA_900764865.1	SAMEA5279111	uncultured Prevotella sp.	DOE JGI	Illumina Genome Analyzer II	2019-02-01T10:16:42.100	2019	human stool	China	01-01-2018	_NA_	na	No	SET_4797
GCA_902484795.1	SAMEA5852838	uncultured Prevotella sp.	EMG	Illumina	2019-08-07T10:18:53.400	2019	human gut	China	_NA_	_NA_	na	No	SET_4797
GCA_949538115.1	SAMEA112731210	uncultured Alistipes sp.	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	NextSeq 500	2023-03-08T08:34:37.243	2023	mouse gut metagenome	USA	15-01-2018	_NA_	na	No	SET_4798
GCA_949550555.1	SAMEA112730770	uncultured Alistipes sp.	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	Illumina HiSeq 2000	2023-03-08T08:34:22.973	2023	mouse gut metagenome	USA	15-01-2018	_NA_	na	No	SET_4798
GCA_949530435.1	SAMEA112731110	uncultured Lachnospiraceae bacterium	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	NextSeq 500	2023-03-08T08:34:33.610	2023	mouse gut metagenome	USA	15-01-2018	_NA_	na	No	SET_4799
GCA_949540525.1	SAMEA112730851	uncultured Lachnospiraceae bacterium	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	Illumina HiSeq 2000	2023-03-08T08:34:24.983	2023	mouse gut metagenome	USA	15-01-2018	_NA_	na	No	SET_4799
GCA_002894405.1	SAMN08098111	Proteus vulgaris	National Institute for Communicable Disease Control and Prevention, China CDC	Illumina HiSeq	2017-11-25T10:34:32.150	2017	stool	Denmark	1979-09	Homo sapiens	GCF_002894405.1	Yes	SET_48
GCA_902387915.1	SAMEA5852021	Proteus vulgaris	EMG	Illumina	2019-08-07T10:18:27.290	2019	human gut	Denmark	_NA_	_NA_	GCF_902387915.1	Yes	SET_48
GCA_035394585.1	SAMN32865270	Planctomycetota bacterium	CLUE-TERRA	Illumina MiSeq	2023-01-22T10:56:09.030	2023	Activated sludge of municipal wastewater treatment plants	Japan	20-04-2015	_NA_	na	No	SET_480
GCA_036725165.1	SAMN28745767	Planctomycetota bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T03:09:38.160	2022	sludge	Japan	20-04-2015	_NA_	na	No	SET_480
GCA_035393325.1	SAMN32865334	Methylotenera sp.	CLUE-TERRA	Illumina MiSeq	2023-01-22T10:56:09.653	2023	Activated sludge of municipal wastewater treatment plants	USA	07-01-2015	_NA_	na	No	SET_4800
GCA_036834525.1	SAMN28751212	Methylotenera sp.	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T07:35:39.953	2022	sludge	USA	07-01-2015	_NA_	na	No	SET_4800
GCA_008868075.1	SAMN12572028	Klebsiella pneumoniae	Hospital Virgen Macarena	Illumina MiSeq	2019-08-14T11:17:06.006	2019	Missing	Spain: Madrid	01-04-2012	Homo sapiens	GCF_008868075.1	Yes	SET_4802
GCA_009746285.1	SAMN13337938	Klebsiella pneumoniae	CHU A Coruna	Illumina MiSeq	2019-11-20T12:35:08.160	2019	respiratory track	Spain	2013-11/2014-04	Homo sapiens	GCF_009746285.1	Yes	SET_4802
GCA_000517265.1	SAMN02597464	Photorhabdus khanii NC19	University of New Hampshire	454; Illumina HiSeq	2014-01-27T12:59:09.343	2014	Hemocoel of Heliothis virescens larva	USA: North Carolina	_NA_	_NA_	GCF_000517265.1	Yes	SET_4803
GCA_963864935.1	SAMEA115012598	Photorhabdus khanii NC19	Nanjing Agriculture University	not collected	2024-03-02T10:01:13.090	2024	_NA_	not collected	not collected	_NA_	GCF_963864935.1	Yes	SET_4803
GCA_008802595.1	SAMN12821269	Pseudomonas aeruginosa	University of Florida	Illumina MiSeq	2019-09-23T11:53:05.103	2019	Missing	USA	19-02-2019	Homo sapiens	GCF_008802595.1	Yes	SET_4804
GCA_026126925.1	SAMN16213339	Pseudomonas aeruginosa	University of Florida	Illumina MiSeq	2020-09-18T16:43:05.480	2020	Missing	USA	2019	Homo sapiens	GCF_026126925.1	Yes	SET_4804
GCA_000162215.1	SAMN02463737	Bacteroides sp. D20	Broad Institute	_NA_	2013-12-18T11:11:33.380	2013	Missing	not determined	not determined	Homo sapiens	GCF_000162215.1	Yes	SET_4809
GCA_902374035.1	SAMEA5850849	Bacteroides uniformis	EMG	Illumina	2019-08-07T10:17:50.400	2019	human gut	not provided	_NA_	_NA_	GCF_902374035.1	Yes	SET_4809
GCA_900095825.1	SAMEA4415163	Acidaminococcus massiliensis	URMITE	Illumina Run Mate-Paire 2*250 bp	2016-09-29T09:38:03.943	2016	_NA_	_NA_	_NA_	_NA_	GCF_900095825.1	Yes	SET_4811
GCA_902376135.1	SAMEA5851059	Acidaminococcus massiliensis	EMG	Illumina	2019-08-07T10:17:56.490	2019	human gut	not provided	_NA_	_NA_	GCF_902376135.1	Yes	SET_4811
GCA_015548725.1	SAMN15533333	Parabacteroides distasonis	Icahn School of Medicine at Mount Sinai	Illumina HiSeq	2020-07-14T14:32:26.816	2020	stool	USA	05-10-2018	Homo sapiens	GCF_015548725.1	Yes	SET_4812
GCA_028329485.1	SAMN31322734	Parabacteroides distasonis	Icahn School of Medicine	Illumina HiSeq	2022-10-17T16:27:15.000	2022	_NA_	USA	05-10-2018	Homo sapiens	GCF_028329485.1	Yes	SET_4812
