SetID	Assembly	BioSample	Organism	Submitter	SeqTech	SubmissionDate	SubmissionYear	IsolationSource	GeoLocName	CollectionDate	Host	RefSeq_Accession	RefSeq_Present
SET_4791	Different: GCA_036818165.1 | GCA_035435235.1	Different: SAMN28750150 | SAMN32867965	Different: Clostridiales bacterium | Candidatus Fimenecus sp.	Different: Helmholtz Centre for Environmental Research - UFZ | CLUE-TERRA	Different: Illumina | Illumina MiSeq	Different: 2022-05-30T07:21:36.360 | 2023-01-22T13:07:07.170	Different: 2022 | 2023	Different: water | Medicalfacilities Wastewater	Same: Germany	Same: 21-06-2012	Same: _NA_	Same: na	Same: No
SET_4792	Different: GCA_035393905.1 | GCA_036829455.1	Different: SAMN32865304 | SAMN28750817	Same: Bacteroidales bacterium	Different: CLUE-TERRA | Helmholtz Centre for Environmental Research - UFZ	Different: Illumina MiSeq | Illumina	Different: 2023-01-22T10:56:09.340 | 2022-05-30T07:28:37.366	Different: 2023 | 2022	Different: Activated sludge of municipal wastewater treatment plants | sludge	Same: USA	Same: 07-01-2015	Same: _NA_	Same: na	Same: No
SET_4795	Different: GCA_035396085.1 | GCA_036793665.1	Different: SAMN32865195 | SAMN28748918	Same: Bacteroidales bacterium	Different: CLUE-TERRA | Helmholtz Centre for Environmental Research - UFZ	Different: Illumina MiSeq | Illumina	Different: 2023-01-22T10:56:08.280 | 2022-05-30T06:45:40.833	Different: 2023 | 2022	Different: Activated sludge of municipal wastewater treatment plants | sludge	Same: Japan	Same: 20-04-2015	Same: _NA_	Same: na	Same: No
SET_4797	Different: GCA_900764865.1 | GCA_902484795.1	Different: SAMEA5279111 | SAMEA5852838	Same: uncultured Prevotella sp.	Different: DOE JGI | EMG	Different: Illumina Genome Analyzer II | Illumina	Different: 2019-02-01T10:16:42.100 | 2019-08-07T10:18:53.400	Same: 2019	Different: human stool | human gut	Same: China	Different: 01-01-2018 | _NA_	Same: _NA_	Same: na	Same: No
SET_4798	Different: GCA_949538115.1 | GCA_949550555.1	Different: SAMEA112731210 | SAMEA112730770	Same: uncultured Alistipes sp.	Same: HELMHOLTZ CENTRE FOR INFECTION RESEARCH	Different: NextSeq 500 | Illumina HiSeq 2000	Different: 2023-03-08T08:34:37.243 | 2023-03-08T08:34:22.973	Same: 2023	Same: mouse gut metagenome	Same: USA	Same: 15-01-2018	Same: _NA_	Same: na	Same: No
SET_4799	Different: GCA_949530435.1 | GCA_949540525.1	Different: SAMEA112731110 | SAMEA112730851	Same: uncultured Lachnospiraceae bacterium	Same: HELMHOLTZ CENTRE FOR INFECTION RESEARCH	Different: NextSeq 500 | Illumina HiSeq 2000	Different: 2023-03-08T08:34:33.610 | 2023-03-08T08:34:24.983	Same: 2023	Same: mouse gut metagenome	Same: USA	Same: 15-01-2018	Same: _NA_	Same: na	Same: No
SET_48	Different: GCA_002894405.1 | GCA_902387915.1	Different: SAMN08098111 | SAMEA5852021	Same: Proteus vulgaris	Different: National Institute for Communicable Disease Control and Prevention, China CDC | EMG	Different: Illumina HiSeq | Illumina	Different: 2017-11-25T10:34:32.150 | 2019-08-07T10:18:27.290	Different: 2017 | 2019	Different: stool | human gut	Same: Denmark	Different: 1979-09 | _NA_	Different: Homo sapiens | _NA_	Different: GCF_002894405.1 | GCF_902387915.1	Same: Yes
SET_480	Different: GCA_035394585.1 | GCA_036725165.1	Different: SAMN32865270 | SAMN28745767	Same: Planctomycetota bacterium	Different: CLUE-TERRA | Helmholtz Centre for Environmental Research - UFZ	Different: Illumina MiSeq | Illumina	Different: 2023-01-22T10:56:09.030 | 2022-05-30T03:09:38.160	Different: 2023 | 2022	Different: Activated sludge of municipal wastewater treatment plants | sludge	Same: Japan	Same: 20-04-2015	Same: _NA_	Same: na	Same: No
SET_4800	Different: GCA_035393325.1 | GCA_036834525.1	Different: SAMN32865334 | SAMN28751212	Same: Methylotenera sp.	Different: CLUE-TERRA | Helmholtz Centre for Environmental Research - UFZ	Different: Illumina MiSeq | Illumina	Different: 2023-01-22T10:56:09.653 | 2022-05-30T07:35:39.953	Different: 2023 | 2022	Different: Activated sludge of municipal wastewater treatment plants | sludge	Same: USA	Same: 07-01-2015	Same: _NA_	Same: na	Same: No
SET_4802	Different: GCA_008868075.1 | GCA_009746285.1	Different: SAMN12572028 | SAMN13337938	Same: Klebsiella pneumoniae	Different: Hospital Virgen Macarena | CHU A Coruna	Same: Illumina MiSeq	Different: 2019-08-14T11:17:06.006 | 2019-11-20T12:35:08.160	Same: 2019	Different: Missing | respiratory track	Different: Spain: Madrid | Spain	Different: 01-04-2012 | 2013-11/2014-04	Same: Homo sapiens	Different: GCF_008868075.1 | GCF_009746285.1	Same: Yes
SET_4803	Different: GCA_000517265.1 | GCA_963864935.1	Different: SAMN02597464 | SAMEA115012598	Same: Photorhabdus khanii NC19	Different: University of New Hampshire | Nanjing Agriculture University	Different: 454; Illumina HiSeq | not collected	Different: 2014-01-27T12:59:09.343 | 2024-03-02T10:01:13.090	Different: 2014 | 2024	Different: Hemocoel of Heliothis virescens larva | _NA_	Different: USA: North Carolina | not collected	Different: _NA_ | not collected	Same: _NA_	Different: GCF_000517265.1 | GCF_963864935.1	Same: Yes
SET_4804	Different: GCA_008802595.1 | GCA_026126925.1	Different: SAMN12821269 | SAMN16213339	Same: Pseudomonas aeruginosa	Same: University of Florida	Same: Illumina MiSeq	Different: 2019-09-23T11:53:05.103 | 2020-09-18T16:43:05.480	Different: 2019 | 2020	Same: Missing	Same: USA	Different: 19-02-2019 | 2019	Same: Homo sapiens	Different: GCF_008802595.1 | GCF_026126925.1	Same: Yes
SET_4809	Different: GCA_000162215.1 | GCA_902374035.1	Different: SAMN02463737 | SAMEA5850849	Different: Bacteroides sp. D20 | Bacteroides uniformis	Different: Broad Institute | EMG	Different: _NA_ | Illumina	Different: 2013-12-18T11:11:33.380 | 2019-08-07T10:17:50.400	Different: 2013 | 2019	Different: Missing | human gut	Different: not determined | not provided	Different: not determined | _NA_	Different: Homo sapiens | _NA_	Different: GCF_000162215.1 | GCF_902374035.1	Same: Yes
SET_4811	Different: GCA_900095825.1 | GCA_902376135.1	Different: SAMEA4415163 | SAMEA5851059	Same: Acidaminococcus massiliensis	Different: URMITE | EMG	Different: Illumina Run Mate-Paire 2*250 bp | Illumina	Different: 2016-09-29T09:38:03.943 | 2019-08-07T10:17:56.490	Different: 2016 | 2019	Different: _NA_ | human gut	Different: _NA_ | not provided	Same: _NA_	Same: _NA_	Different: GCF_900095825.1 | GCF_902376135.1	Same: Yes
SET_4812	Different: GCA_015548725.1 | GCA_028329485.1	Different: SAMN15533333 | SAMN31322734	Same: Parabacteroides distasonis	Different: Icahn School of Medicine at Mount Sinai | Icahn School of Medicine	Same: Illumina HiSeq	Different: 2020-07-14T14:32:26.816 | 2022-10-17T16:27:15.000	Different: 2020 | 2022	Different: stool | _NA_	Same: USA	Same: 05-10-2018	Same: Homo sapiens	Different: GCF_015548725.1 | GCF_028329485.1	Same: Yes
SET_4816	Different: GCA_015273015.1 | GCA_022396095.1	Different: SAMN15665313 | SAMN21365195	Same: Staphylococcus aureus	Same: University of Queensland	Same: Illumina NextSeq	Different: 2020-07-29T03:02:06.830 | 2021-09-09T01:20:09.556	Different: 2020 | 2021	Different: skin swab1641 from squamous cell carcinomas patient MST029 | skin swab	Same: Australia: Brisbane	Different: 28-04-2017 | 2018	Same: Homo sapiens	Different: GCF_015273015.1 | GCF_022396095.1	Same: Yes
SET_4817	Different: GCA_035393985.1 | GCA_036845845.1	Different: SAMN32865300 | SAMN28751719	Different: Candidatus Dojkabacteria bacterium | Patescibacteria group bacterium	Different: CLUE-TERRA | Helmholtz Centre for Environmental Research - UFZ	Different: Illumina MiSeq | Illumina	Different: 2023-01-22T10:56:09.307 | 2022-05-30T08:18:37.783	Different: 2023 | 2022	Different: Activated sludge of municipal wastewater treatment plants | sludge	Same: USA	Same: 07-01-2015	Same: _NA_	Same: na	Same: No
SET_4819	Different: GCA_022549275.1 | GCA_963899305.1	Different: SAMN26420500 | SAMEA115016712	Same: Aeromonas sp. MR19	Different: University of Warsaw | Nanjing Agriculture University	Different: Illumina MiSeq | not collected	Different: 2022-03-03T18:17:04.483 | 2024-03-02T10:03:14.793	Different: 2022 | 2024	Different: arsenic-containing biofilms | _NA_	Different: Poland: Zloty Stok | not collected	Different: 2018-09 | not collected	Same: _NA_	Different: GCF_022549275.1 | GCF_963899305.1	Same: Yes
SET_4820	Different: GCA_949546935.1 | GCA_949550335.1	Different: SAMEA112731169 | SAMEA112730718	Same: uncultured Muribaculum sp.	Same: HELMHOLTZ CENTRE FOR INFECTION RESEARCH	Different: NextSeq 500 | Illumina HiSeq 2000	Different: 2023-03-08T08:34:35.373 | 2023-03-08T08:34:21.403	Same: 2023	Same: mouse gut metagenome	Same: USA	Same: 15-01-2018	Same: _NA_	Same: na	Same: No
SET_4821	Different: GCA_900086585.1 | GCA_902375995.1	Different: SAMEA3959737 | SAMEA5851050	Same: Emergencia timonensis	Different: URMITE | EMG	Different: Illumina MP 250bp | Illumina	Different: 2016-05-11T16:07:21.526 | 2019-08-07T10:17:56.226	Different: 2016 | 2019	Different: _NA_ | human gut	Different: _NA_ | not provided	Same: _NA_	Same: _NA_	Different: GCF_900086585.1 | GCF_902375995.1	Same: Yes
SET_4826	Different: GCA_002967725.1 | GCA_003044115.1	Different: SAMN08581620 | SAMN08581599	Same: Blastopirellula marina	Same: University of Sao Paulo	Same: Illumina MiSeq	Different: 2018-02-22T15:39:05.716 | 2018-02-22T15:18:05.360	Same: 2018	Same: soil from Brazilian tropical mangrove	Same: Brazil: Sao Paulo	Same: 2016-03	Same: _NA_	Different: GCF_002967725.1 | GCF_003044115.1	Same: Yes
SET_4827	Different: GCA_007786215.1 | GCA_963884875.1	Different: SAMN12260206 | SAMEA115017995	Same: Cobetia crustatorum	Different: Shandong University Qingdao Campus | Nanjing Agriculture University	Different: Illumina HiSeq | not collected	Different: 2019-07-12T07:31:03.503 | 2024-03-02T10:03:59.879	Different: 2019 | 2024	Different: surface seawater | _NA_	Different: Missing | not collected	Different: 01-08-2017 | not collected	Same: _NA_	Different: GCF_007786215.1 | GCF_963884875.1	Same: Yes
SET_4828	Different: GCA_003282945.1 | GCA_902515595.1	Different: SAMN08886039 | SAMEA6077300	Different: Pelagibacteraceae bacterium AG-325-E23 | uncultured Pelagibacteraceae bacterium	Different: Massachusetts Institute of Technology | WOODS HOLE OCEANOGRAPHIC INSTITUTION	Different: Illumina NextSeq 500 | illumina	Different: 2018-04-06T15:44:09.697 | 2019-10-26T18:18:55.713	Different: 2018 | 2019	Different: single cell amplified by WGA-X; seawater | marine water	Different: Pacific Ocean | _NA_	Same: 29-11-2010	Same: _NA_	Same: na	Same: No
SET_4829	Different: GCA_025421815.1 | GCA_028464485.1	Different: SAMN30840009 | SAMN30948392	Same: Escherichia coli	Same: Provincial Hospital Affiliated to Shandong First Medical University	Same: Illumina	Different: 2022-09-13T22:40:06.530 | 2022-09-21T07:08:07.416	Same: 2022	Different: fecal samples | Missing	Same: China:Shandong	Same: 2021-09	Same: Homo sapiens	Different: GCF_025421815.1 | GCF_028464485.1	Same: Yes
SET_483	Different: GCA_003667985.1 | GCA_963894355.1	Different: SAMN04495210 | SAMEA115017782	Same: Vibrio sp. SBT000027	Different: SeaBioTech | Nanjing Agriculture University	Different: PacBio RSII | not collected	Different: 2016-02-16T05:02:02.000 | 2024-03-02T10:03:48.652	Different: 2016 | 2024	Same: _NA_	Different: United Kingdom: Stromness, Orkney | not collected	Different: 07-05-2012 | not collected	Different: Suberites ficus | _NA_	Different: GCF_003667985.1 | GCF_963894355.1	Same: Yes
SET_4830	Different: GCA_007559325.1 | GCA_008630605.1	Different: SAMN12327407 | SAMN12735330	Same: Algibacter amylolyticus	Same: Shandong University at Weihai	Different: Illumina | Illumina HiSeq	Different: 2019-07-20T22:42:03.796 | 2019-09-12T06:39:04.093	Same: 2019	Different: intertidal sediment | sediment	Same: China	Different: 15-03-2019 | 06-09-2013	Same: _NA_	Different: GCF_007559325.1 | GCF_008630605.1	Same: Yes
SET_4831	Different: GCA_013415245.1 | GCA_015234615.1	Different: SAMN15420192 | SAMN16540227	Same: Streptococcus danieliae	Same: King's College London	Same: Illumina HiSeq	Different: 2020-07-01T17:42:03.940 | 2020-10-25T11:51:05.493	Same: 2020	Same: Oral	Same: United Kingdom	Same: 2014	Same: Mus musculus	Different: GCF_013415245.1 | GCF_015234615.1	Same: Yes
SET_4832	Different: GCA_948617435.1 | GCA_948943895.1	Different: SAMEA112409289 | SAMEA112409733	Same: uncultured Bacteroidales bacterium	Same: UNIVERSITY OF CAMBRIDGE	Same: Illumina	Different: 2023-02-06T10:12:27.826 | 2023-02-06T10:12:49.250	Same: 2023	Same: feces	Same: USA	Same: not provided	Same: _NA_	Same: na	Same: No
SET_4834	Different: GCA_001050715.1 | GCA_963867015.1	Different: SAMEA3146261 | SAMEA115017157	Same: Vibrio nigripulchritudo SFn135	Different: Genoscope CEA | Nanjing Agriculture University	Different: _NA_ | not collected	Different: 2014-11-30T12:05:34.590 | 2024-03-02T10:03:28.433	Different: 2014 | 2024	Same: _NA_	Different: _NA_ | not collected	Different: _NA_ | not collected	Same: _NA_	Different: GCF_001050715.1 | GCF_963867015.1	Same: Yes
SET_4835	Different: GCA_036914035.1 | GCA_036914095.1	Different: SAMN38511575 | SAMN38511574	Same: Klebsiella variicola	Same: Universite de Caen	Same: Illumina	Different: 2023-11-30T09:25:05.013 | 2023-11-30T09:25:05.003	Same: 2023	Same: stool	Same: France: Caen	Same: 2019	Same: Homo sapiens	Different: GCF_036914035.1 | GCF_036914095.1	Same: Yes
SET_4837	Different: GCA_005844645.1 | GCA_015554795.1	Different: SAMN10863244 | SAMN15533281	Same: Enterococcus avium	Same: Icahn School of Medicine at Mount Sinai	Same: Illumina HiSeq	Different: 2019-02-01T16:08:04.576 | 2020-07-14T14:32:25.986	Different: 2019 | 2020	Same: stool	Same: USA	Same: 14-03-2016	Same: Homo sapiens	Different: GCF_005844645.1 | GCF_015554795.1	Same: Yes
SET_4839	Different: GCA_003859005.1 | GCA_009823175.1	Different: SAMN10476561 | SAMN11928119	Same: Escherichia coli	Different: Sun Yat-sen University | Sichuan University	Same: Illumina HiSeq	Different: 2018-11-26T08:43:06.546 | 2019-06-01T07:44:06.910	Different: 2018 | 2019	Different: Gut | feces	Different: China:Guangdong | Missing	Different: 2015 | Missing	Same: Homo sapiens	Different: GCF_003859005.1 | GCF_009823175.1	Same: Yes
SET_484	Different: GCA_033658185.1 | GCA_033659905.1	Different: SAMN37555353 | SAMN37555561	Same: Bifidobacterium longum	Same: Beijing YuGen Pharmaceutical Co., Ltd	Same: Illumina HiSeq	Different: 2023-09-27T05:00:08.669 | 2023-09-27T05:59:04.717	Same: 2023	Same: _NA_	Same: China	Same: 29-09-2022	Same: Homo sapiens	Different: GCF_033658185.1 | GCF_033659905.1	Same: Yes
SET_4841	Different: GCA_005845215.1 | GCA_015549035.1	Different: SAMN10863263 | SAMN15532512	Different: Clostridium sp. 1001271st1 H5 | Clostridium sp. 1001271B_150615_H5	Same: Icahn School of Medicine at Mount Sinai	Same: Illumina HiSeq	Different: 2019-02-01T16:08:04.910 | 2020-07-14T14:32:13.606	Different: 2019 | 2020	Same: stool	Same: USA	Same: 15-06-2015	Same: Homo sapiens	Different: GCF_005845215.1 | GCF_015549035.1	Same: Yes
SET_4842	Different: GCA_000308215.1 | GCA_902383895.1	Different: SAMEA3138426 | SAMEA5851665	Different: Methanomassiliicoccus luminyensis B10 | Methanomassiliicoccus luminyensis	Different: URMITE | EMG	Different: _NA_ | Illumina	Different: 2014-11-21T08:58:45.933 | 2019-08-07T10:18:16.150	Different: 2014 | 2019	Different: _NA_ | human gut	Different: _NA_ | not provided	Same: _NA_	Same: _NA_	Different: GCF_000308215.1 | GCF_902383895.1	Same: Yes
SET_4843	Different: GCA_036773655.1 | GCA_035392725.1	Different: SAMN28748163 | SAMN32865625	Different: Thermodesulfobacteriota bacterium | Deltaproteobacteria bacterium	Different: Helmholtz Centre for Environmental Research - UFZ | CLUE-TERRA	Different: Illumina | Illumina MiSeq	Different: 2022-05-30T05:37:43.806 | 2023-01-22T11:15:07.443	Different: 2022 | 2023	Different: sludge | Activated sludge of municipal wastewater treatment plants	Same: USA	Same: 07-01-2015	Same: _NA_	Same: na	Same: No
SET_4844	Different: GCA_004745385.1 | GCA_963882595.1	Different: SAMN07709035 | SAMEA115017901	Same: Escherichia sp. E4385	Different: The Hong Kong University of Science and Technology | Nanjing Agriculture University	Different: Ion Torrent | not collected	Different: 2017-09-27T01:49:14.393 | 2024-03-02T10:03:58.369	Different: 2017 | 2024	Same: _NA_	Different: Hong Kong | not collected	Different: 30-09-2009 | not collected	Same: _NA_	Different: GCF_004745385.1 | GCF_963882595.1	Same: Yes
SET_4846	Different: GCA_004342205.1 | GCA_963880805.1	Different: SAMN10362288 | SAMEA115017866	Same: Vibrio crassostreae	Different: DOE Joint Genome Institute | Nanjing Agriculture University	Different: Illumina HiSeq | not collected	Different: 2018-11-01T19:45:34.820 | 2024-03-02T10:03:57.022	Different: 2018 | 2024	Different: Missing | _NA_	Different: France: Brest | not collected	Different: Missing | not collected	Different: not applicable | _NA_	Different: GCF_004342205.1 | GCF_963880805.1	Same: Yes
SET_4847	Different: GCA_902487155.1 | GCA_900769955.1	Different: SAMEA5853073 | SAMEA5278911	Different: uncultured Spirochaetales bacterium | Spirochaetia bacterium	Different: EMG | DOE JGI	Different: Illumina | Illumina HiSeq 2000	Different: 2019-08-07T10:19:00.853 | 2019-02-01T10:14:07.983	Same: 2019	Different: human gut | human stool	Different: not provided | Fiji	Different: _NA_ | 01-01-2018	Same: _NA_	Different: na | GCF_900769955.1	Different: No | Yes
SET_4848	Different: GCA_902386845.1 | GCA_900169535.1	Different: SAMEA5851911 | SAMEA103910524	Different: Paenibacillaceae bacterium | Cohnella massiliensis	Different: EMG | URMITE	Different: Illumina | 3 * Illumina Run Mate-Paire 2*250 bp + 1 Illumina Run Paired-end 2*250	Different: 2019-08-07T10:18:24.010 | 2017-03-14T15:11:05.813	Different: 2019 | 2017	Different: human gut | _NA_	Different: not provided | _NA_	Same: _NA_	Same: _NA_	Different: GCF_902386845.1 | GCF_900169535.1	Same: Yes
SET_4849	Different: GCA_001613145.1 | GCA_963869495.1	Different: SAMD00018769 | SAMEA115017310	Same: Nocardia jejuensis NBRC 103114	Different: National Institute of Technology and Evaluation | Nanjing Agriculture University	Different: 454 GS-FLX Titanium; Illumina HiSeq 1000 | not collected	Different: 2014-07-25T00:00:00.000 | 2024-03-02T10:03:33.116	Different: 2014 | 2024	Same: _NA_	Different: South Korea:Jeju Island | not collected	Same: not collected	Same: _NA_	Different: GCF_001613145.1 | GCF_963869495.1	Same: Yes
SET_485	Different: GCA_009887825.1 | GCA_023893985.1	Different: SAMN13701848 | SAMN29151234	Same: Klebsiella pneumoniae	Same: Walter Reed Army Institute of Research	Same: Illumina MiSeq	Different: 2019-12-30T17:07:05.651 | 2022-06-16T14:45:09.400	Different: 2019 | 2022	Same: wound	Different: Ukraine | Ukraine: Vinnytsia	Same: 03-10-2017	Same: Homo sapiens	Different: GCF_009887825.1 | GCF_023893985.1	Same: Yes
SET_4852	Different: GCA_902170505.1 | GCA_963901335.1	Different: SAMEA5778912 | SAMEA115016772	Same: Yersinia rochesterensis	Different: INSTITUT PASTEUR | Nanjing Agriculture University	Different: Illumina NextSeq 500 | not collected	Different: 2019-07-19T08:15:34.320 | 2024-03-02T10:03:15.680	Different: 2019 | 2024	Same: _NA_	Different: _NA_ | not collected	Different: _NA_ | not collected	Same: _NA_	Different: GCF_902170505.1 | GCF_963901335.1	Same: Yes
SET_4855	Different: GCA_003311945.1 | GCA_963878715.1	Different: SAMN09261051 | SAMEA115016156	Same: Vibrio paracholerae	Different: CDC | Nanjing Agriculture University	Different: Illumina MiSeq | not collected	Different: 2018-05-25T12:50:06.626 | 2024-03-02T10:02:55.815	Different: 2018 | 2024	Different: stool | _NA_	Different: USA: Iowa | not collected	Same: 2014	Same: _NA_	Different: GCF_003311945.1 | GCF_963878715.1	Same: Yes
SET_4860	Different: GCA_902374515.1 | GCA_000239255.1	Different: SAMEA5850896 | SAMN02299450	Different: Hafniaceae bacterium | Hafnia alvei ATCC 51873	Different: EMG | Washington University Genome Center	Same: Illumina	Different: 2019-08-07T10:17:51.790 | 2013-08-02T12:07:41.690	Different: 2019 | 2013	Different: human gut | _NA_	Different: not provided | not determined	Different: _NA_ | not determined	Different: _NA_ | Homo sapiens	Different: GCF_902374515.1 | GCF_000239255.1	Same: Yes
SET_4861	Different: GCA_035395545.1 | GCA_036840115.1	Different: SAMN32865222 | SAMN28751463	Same: Bacteroidales bacterium	Different: CLUE-TERRA | Helmholtz Centre for Environmental Research - UFZ	Different: Illumina MiSeq | Illumina	Different: 2023-01-22T10:56:08.583 | 2022-05-30T08:18:33.616	Different: 2023 | 2022	Different: Activated sludge of municipal wastewater treatment plants | sludge	Same: Japan	Same: 20-04-2015	Same: _NA_	Same: na	Same: No
SET_4863	Different: GCA_023534535.1 | GCA_023535205.1	Different: SAMN27592183 | SAMN27409180	Same: Escherichia coli	Same: Zhejiang Academy of Agricultural Sciences	Same: Illumina HiSeq	Different: 2022-04-14T22:43:03.996 | 2022-04-07T23:53:04.363	Same: 2022	Same: _NA_	Same: China:Zhejiang	Same: 2020	Same: chicken	Different: GCF_023534535.1 | GCF_023535205.1	Same: Yes
SET_4864	Different: GCA_015547465.1 | GCA_028399385.1	Different: SAMN15533274 | SAMN31320702	Same: Bacteroides thetaiotaomicron	Different: Icahn School of Medicine at Mount Sinai | Icahn School of Medicine	Same: Illumina HiSeq	Different: 2020-07-14T14:32:25.880 | 2022-10-17T16:24:13.037	Different: 2020 | 2022	Different: stool | _NA_	Same: USA	Same: 10-12-2014	Same: Homo sapiens	Different: GCF_015547465.1 | GCF_028399385.1	Same: Yes
SET_4865	Different: GCA_035441745.1 | GCA_036830475.1	Different: SAMN32867623 | SAMN28750664	Same: Bacteroidales bacterium	Different: CLUE-TERRA | Helmholtz Centre for Environmental Research - UFZ	Different: Illumina MiSeq | Illumina	Different: 2023-01-22T12:45:09.753 | 2022-05-30T07:28:35.476	Different: 2023 | 2022	Different: Aquaculture farm sediments | sediment; sludge; water	Different: Hong Kong | Missing	Same: Missing	Same: _NA_	Same: na	Same: No
SET_4867	Different: GCA_902484235.1 | GCA_900762315.1	Different: SAMEA5852783 | SAMEA5278601	Different: uncultured Porphyromonadaceae bacterium | Bacteroidales bacterium	Different: EMG | DOE JGI	Different: Illumina | Illumina HiSeq 2000	Different: 2019-08-07T10:18:51.743 | 2019-02-01T10:10:00.736	Same: 2019	Different: human gut | human stool	Same: USA	Different: _NA_ | 01-01-2018	Same: _NA_	Different: na | GCF_900762315.1	Different: No | Yes
SET_4868	Different: GCA_900761665.1 | GCA_902484015.1	Different: SAMEA5279090 | SAMEA5852752	Different: Clostridia bacterium | uncultured Eubacteriales bacterium	Different: DOE JGI | EMG	Different: Illumina HiSeq 2000 | Illumina	Different: 2019-02-01T10:16:22.026 | 2019-08-07T10:18:50.790	Same: 2019	Different: human stool | human gut	Same: USA	Different: 01-01-2018 | _NA_	Same: _NA_	Different: GCF_900761665.1 | na	Different: Yes | No
SET_4869	Different: GCA_001243975.1 | GCA_902386685.1	Different: SAMEA3393060 | SAMEA5851894	Same: Ligilactobacillus agilis	Different: URMITE | EMG	Different: Illumina MP 250 bp | Illumina	Different: 2015-05-22T13:06:15.456 | 2019-08-07T10:18:23.493	Different: 2015 | 2019	Different: _NA_ | human gut	Different: _NA_ | not provided	Same: _NA_	Same: _NA_	Different: GCF_001243975.1 | GCF_902386685.1	Same: Yes
SET_4872	Different: GCA_009915365.1 | GCA_963886185.1	Different: SAMN13870613 | SAMEA115018135	Same: Proteus sp. G4389	Different: nankai university | Nanjing Agriculture University	Different: Illumina GAIIx | not collected	Different: 2020-01-15T21:55:03.756 | 2024-03-02T10:04:05.713	Different: 2020 | 2024	Different: Missing | _NA_	Different: Missing | not collected	Different: Missing | not collected	Same: _NA_	Different: GCF_009915365.1 | GCF_963886185.1	Same: Yes
SET_4873	Different: GCA_900556285.1 | GCA_902483005.1	Different: SAMEA4892514 | SAMEA5852664	Same: uncultured Collinsella sp.	Different: EBI | EMG	Same: Illumina	Different: 2019-01-28T10:16:06.833 | 2019-08-07T10:18:47.680	Same: 2019	Same: human gut	Different: _NA_ | USA	Same: _NA_	Same: _NA_	Same: na	Same: No
SET_4874	Different: GCA_003437825.1 | GCA_902399845.1	Different: SAMN09736882 | SAMEA5853189	Same: Bifidobacterium pseudocatenulatum	Different: BGI | EMG	Different: Illumina Hiseq | Illumina	Different: 2018-07-30T02:31:15.960 | 2019-08-07T10:19:04.730	Different: 2018 | 2019	Different: feces | human gut	Different: China: Shenzhen | China	Different: 01-08-2013 | _NA_	Different: Homo sapiens | _NA_	Different: GCF_003437825.1 | GCF_902399845.1	Same: Yes
SET_4875	Different: GCA_003282985.1 | GCA_902515425.1	Different: SAMN08886037 | SAMEA6077286	Different: Pelagibacteraceae bacterium AG-325-E08 | uncultured Pelagibacteraceae bacterium	Different: Massachusetts Institute of Technology | WOODS HOLE OCEANOGRAPHIC INSTITUTION	Different: Illumina NextSeq 500 | illumina	Different: 2018-04-06T15:44:09.660 | 2019-10-26T18:18:55.276	Different: 2018 | 2019	Different: single cell amplified by WGA-X; seawater | marine water	Different: Pacific Ocean | _NA_	Same: 29-11-2010	Same: _NA_	Same: na	Same: No
SET_4876	Different: GCA_003215185.1 | GCA_902565165.1	Different: SAMN08886380 | SAMEA6076075	Different: Pelagibacteraceae bacterium AG-410-D23 | uncultured Pelagibacteraceae bacterium	Different: Massachusetts Institute of Technology | WOODS HOLE OCEANOGRAPHIC INSTITUTION	Different: Illumina NextSeq 500 | illumina	Different: 2018-04-06T15:44:16.080 | 2019-10-26T16:11:27.383	Different: 2018 | 2019	Different: single cell amplified by WGA-X; seawater | marine water	Different: Atlantic Ocean | _NA_	Same: 28-06-2010	Same: _NA_	Same: na	Same: No
SET_4878	Different: GCA_902379005.2 | GCA_000317915.1	Different: SAMEA5851198 | SAMEA2272087	Different: Enterococcus faecalis | Enterococcus faecalis str. Symbioflor 1	Different: EMG | JLU	Different: Illumina | _NA_	Different: 2019-08-07T10:18:00.460 | 2013-12-20T12:42:56.363	Different: 2019 | 2013	Different: human gut | _NA_	Different: not provided | _NA_	Same: _NA_	Same: _NA_	Different: GCF_902379005.2 | GCF_000317915.1	Same: Yes
SET_4879	Different: GCA_902373725.1 | GCA_000155085.1	Different: SAMEA5850812 | SAMN00000018	Different: Clostridium sporogenes | Clostridium sporogenes ATCC 15579	Different: EMG | Washington University Genome Sequencing Center	Different: Illumina | _NA_	Different: 2019-08-07T10:17:49.150 | 2011-02-24T14:18:09.670	Different: 2019 | 2011	Different: human gut | Missing	Different: not provided | not determined	Different: _NA_ | not determined	Different: _NA_ | Homo sapiens	Different: GCF_902373725.1 | GCF_000155085.1	Same: Yes
SET_488	Different: GCA_945831635.1 | GCA_945868945.1	Different: SAMEA110360158 | SAMEA110401972	Same: uncultured Clostridia bacterium	Same: EMG	Same: NextSeq 500	Different: 2022-07-15T08:11:08.973 | 2022-07-22T13:12:47.146	Same: 2022	Same: pig gut metagenome	Same: Germany	Same: 01-08-2016	Same: _NA_	Same: na	Same: No
