Assembly	BioSample	Organism	Submitter	SeqTech	SubmissionDate	IsolationSource	GeoLocName	CollectionDate	Host
GCA_011774145.1	SAMN13684353	Thermoplasmata archaeon	Maharaja Krishnakumarsinhji Bhavnagar University	Illumina HiSeq	2019-12-27T05:14:08.026	Pelagic sediment	India: Gulf of Kutch	2017-05	
GCA_011777365.1	SAMN13684192	Thermoplasmata archaeon	Maharaja Krishnakumarsinhji Bhavnagar University	Illumina HiSeq	2019-12-27T05:14:05.413	Pelagic sediment	India: Gulf of Kutch	2017-05	
GCA_001039555.1	SAMEA3146263	Crocosphaera watsonii WH 8502	UCSC		2014-11-30T12:05:34.760				
GCA_963865605.1	SAMEA115017147	Crocosphaera watsonii WH 8502	Nanjing Agriculture University	not collected	2024-03-02T10:03:28.192		not collected	not collected	
GCA_002211365.1	SAMN04304761	Rhizobium sp. R711	Centro de Ciencias Genomicas UNAM	Illumina MiSeq	2015-12-01T12:34:17.000	legume-root nodule	Mexico: Tepoztlan, Morelos	2013	Phaseolus vulgaris
GCA_002211385.1	SAMN04304762	Rhizobium sp. R72	Centro de Ciencias Genomicas UNAM	Illumina MiSeq	2015-12-01T12:34:17.000	legume-root nodule	Mexico: Tepoztlan, Morelos	2013	Phaseolus vulgaris
GCA_900763975.1	SAMEA5279536	Clostridia bacterium	DOE JGI	Illumina HiSeq 4000	2019-02-01T10:22:15.186	human stool	China	2018-01-01	
GCA_902484615.1	SAMEA5852813	uncultured Oscillospiraceae bacterium	EMG	Illumina	2019-08-07T10:18:52.666	human gut	China		
GCA_036736565.1	SAMN28746658	Syntrophaceae bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T04:53:36.650	sludge	Japan	2015-04-20	
GCA_035394665.1	SAMN32865266	Smithellaceae bacterium	CLUE-TERRA	Illumina MiSeq	2023-01-22T10:56:08.993	Activated sludge of municipal wastewater treatment plants	Japan	2015-04-20	
GCA_017599245.1	SAMN18435830	Enterobacter kobei	Sir Run Run Shaw Hospital	Illumina HiSeq	2021-03-22T23:32:07.906	sputum	China	2012-12-03	Homo sapiens
GCA_023154655.1	SAMN25419428	Enterobacter kobei	Sir Run Run Shaw Hospital	Illumina	2022-01-30T06:08:06.300	sputum	China	2012	Homo sapiens
GCA_003050125.1	SAMN08099576	Vibrio splendidus	Station Biologique Roscoff (CNRS/UMPC)	Illumina HiSeq	2017-11-26T18:59:05.003	Filtered seawater (64 uM filter)	USA: Plum Island, MA	2006-04-28	
GCA_963878265.1	SAMEA115017662	Vibrio splendidus	Nanjing Agriculture University	not collected	2024-03-02T10:03:46.639		not collected	not collected	
GCA_000284655.1	SAMN02472138	Candidatus Regiella insecticola 5.15	Yale University	454 GS FLX Titanium	2013-12-19T13:52:27.010		Australia:Bacchus Marsh		Myzus persicae
GCA_963861935.1	SAMEA115016956	Candidatus Regiella insecticola 5.15	Nanjing Agriculture University	not collected	2024-03-02T10:03:22.507		not collected	not collected	
GCA_018595875.1	SAMN18700162	Staphylococcus aureus	University Montpellier Service de Microbiologie et Hygiene Hospitaliere CHU Nimes	Illumina MiSeq	2021-04-11T04:21:05.833	sputum from cystic fibrosis patient	not collected	2010	Homo sapiens
GCA_026624645.1	SAMN31883424	Staphylococcus aureus	University Montpellier Service de Microbiologie et Hygiene Hospitaliere CHU Nimes	Illumina MiSeq	2022-11-27T05:27:04.546	sputum	France	2011	Homo sapiens
GCA_000337375.1	SAMN02471632	Halorubrum lipolyticum DSM 21995	University of California, Davis	Illumina GAIIX; HiSeq	2013-12-19T13:43:25.306				
GCA_902377425.1	SAMEA5851197	Halorubrum lipolyticum	EMG	Illumina	2019-08-07T10:18:00.430	human gut	not provided		
GCA_024436585.1	SAMN27865497	Klebsiella pneumoniae	Wuhan CDC	Illumina NovaSeq	2022-04-27T04:56:05.947	sputum	China:Hubei	2019-03	Homo sapiens
GCA_025532015.1	SAMN28415513	Klebsiella pneumoniae	Wuhan CDC	Illumina NovaSeq	2022-05-15T02:59:05.616	sputum	China:Hubei	2019-03	Homo sapiens
GCA_001457795.1	SAMEA3635088	Olsenella massiliensis	URMITE	Illumina MP 2*250 bp	2015-10-28T10:07:37.440				
GCA_902375795.1	SAMEA5851022	Atopobiaceae bacterium	EMG	Illumina	2019-08-07T10:17:55.443	human gut	not provided		
GCA_949517935.1	SAMEA112730951	uncultured Eubacteriales bacterium	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	Illumina HiSeq 2000	2023-03-08T08:34:27.766	mouse gut metagenome	USA	2018-01-15	
GCA_949541175.1	SAMEA112731141	uncultured Eubacteriales bacterium	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	NextSeq 500	2023-03-08T08:34:34.456	mouse gut metagenome	USA	2018-01-15	
GCA_902484585.1	SAMEA5852815	uncultured Bacillota bacterium	EMG	Illumina	2019-08-07T10:18:52.730	human gut	China		
GCA_900763995.1	SAMEA5279018	uncultured Oscillospiraceae bacterium	DOE JGI	Illumina HiSeq 4000	2019-02-01T10:15:28.886	human stool	China	2018-01-01	
GCA_902486335.1	SAMEA5852991	uncultured Christensenellaceae bacterium	EMG	Illumina	2019-08-07T10:18:58.196	human gut	not provided		
GCA_900768425.1	SAMEA5280076	Clostridia bacterium	DOE JGI	Illumina HiSeq 2000	2019-02-01T10:29:09.666	human stool	Fiji	2018-01-01	
GCA_015272975.1	SAMN15665315	Staphylococcus aureus	University of Queensland	Illumina NextSeq	2020-07-29T03:02:06.863	skin swab1641 from squamous cell carcinomas patient MST029	Australia: Brisbane	2017-04-28	Homo sapiens
GCA_022396215.1	SAMN21365193	Staphylococcus aureus	University of Queensland	Illumina NextSeq	2021-09-09T01:20:09.520	skin swab	Australia: Brisbane	2018	Homo sapiens
GCA_000756815.1	SAMEA2747211	Legionella massiliensis	URMITE	Illumina MiSeq	2014-09-07T08:05:58.483				
GCA_000756695.1	SAMEA2610544	Legionella massiliensis	URMITE	Illumina	2014-06-25T08:08:51.177				
GCA_902508025.1	SAMEA6099464	Klebsiella pneumoniae	ZHEJIANG UNIVERSITY	Illumina Hiseq xTen	2019-12-17T09:06:05.336	homo	China	2017	homo
GCA_963900225.1	SAMEA115015484	Klebsiella pneumoniae	Nanjing Agriculture University	not collected	2024-03-02T10:02:30.280		not collected	not collected	
GCA_016879865.1	SAMN13496450	Klebsiella pneumoniae	The Second Affiliated Hospital of Zhejiang University	Illumina NextSeq	2019-12-06T05:03:03.767	feces	China: Henan	2016	Homo sapiens
GCA_024520815.1	SAMN27177273	Klebsiella pneumoniae	City University of Hong Kong	Illumina HiSeq	2022-04-01T11:26:04.581		China:Henan	2016-01	Homo sapiens
GCA_900765185.1	SAMEA5278592	uncultured Collinsella sp.	DOE JGI	Illumina HiSeq 2000	2019-02-01T10:09:54.030	human stool	USA	2018-01-01	
GCA_902484905.1	SAMEA5852847	uncultured Collinsella sp.	EMG	Illumina	2019-08-07T10:18:53.666	human gut	USA		
GCA_900769445.1	SAMEA5280058	uncultured Alistipes sp.	DOE JGI	Illumina HiSeq 2000	2019-02-01T10:28:56.103	human stool	Fiji	2018-01-01	
GCA_902486915.1	SAMEA5853048	uncultured Alistipes sp.	EMG	Illumina	2019-08-07T10:18:59.963	human gut	not provided		
GCA_019137795.1	SAMN18870476	Picosynechococcus sp. PCC 7002	Qingdao institute of bioenergy and biotechnology	Illumina	2021-04-26T08:24:04.660	co-cultured for 2 years and then re-isolated	not applicable	not applicable	
GCA_963895405.1	SAMEA115018591	Picosynechococcus sp. PCC 7002	Nanjing Agriculture University	not collected	2024-03-02T10:04:19.593		not collected	not collected	
GCA_036740055.1	SAMN28746651	Synergistales bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T04:53:36.573	sludge	Hong Kong	2015-01-26	
GCA_035396205.1	SAMN32865190	Aminivibrio sp.	CLUE-TERRA	Illumina MiSeq	2023-01-22T10:56:08.227	Activated sludge of municipal wastewater treatment plants	Hong Kong	2015-01-26	
GCA_035441685.1	SAMN32867625	Verrucomicrobiota bacterium	CLUE-TERRA	Illumina MiSeq	2023-01-22T12:45:09.773	Aquaculture farm sediments	Hong Kong	Missing	
GCA_036752805.1	SAMN28747590	Verrucomicrobiota bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T05:28:36.473	sediment; sludge; water	missing	missing	
GCA_000313565.2	SAMEA2272058	Dielma fastidiosa	laboratoire URMITE CNRS 6236		2013-12-20T12:42:53.370	host stool sample	Senegal		Homo sapiens
GCA_902374875.1	SAMEA5850924	Dielma fastidiosa	EMG	Illumina	2019-08-07T10:17:52.570	human gut	not provided		
GCA_004024325.1	SAMN09289741	Aeromonas caviae	The Ohio State University	Illumina MiSeq	2018-05-31T14:02:03.893	water	USA	2017	
GCA_963882205.1	SAMEA115017807	Aeromonas caviae	Nanjing Agriculture University	not collected	2024-03-02T10:03:49.046		not collected	not collected	
GCA_002040735.1	SAMN06074093	Salmonella enterica subsp. enterica serovar Enteritidis	Center for Food Safety and Applied Nutrition	Illumina MiSeq	2016-11-29T16:11:12.740	chicken	USA	2005	missing
GCA_002077015.1	SAMN06074092	Salmonella enterica subsp. enterica serovar Enteritidis	Center for Food Safety and Applied Nutrition	Illumina MiSeq	2016-11-29T16:11:12.240	pecked egg yolk	USA	2005	missing
GCA_002906945.1	SAMN08391006	Aeromonas veronii	Mississippi State University	Illumina GAIIx	2018-01-24T12:17:03.646	missing	USA: Alabama	2009	catfish
GCA_963877085.1	SAMEA115017619	Aeromonas veronii	Nanjing Agriculture University	not collected	2024-03-02T10:03:40.881		not collected	not collected	
GCA_036803325.1	SAMN28749958	Candidatus Omnitrophota bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T07:09:38.510	sludge	USA	2015-01-07	
GCA_035392965.1	SAMN32865615	bacterium	CLUE-TERRA	Illumina MiSeq	2023-01-22T11:15:07.353	Activated sludge of municipal wastewater treatment plants	USA	2015-01-07	
GCA_035393625.1	SAMN32865316	Candidatus Zixiibacteriota bacterium	CLUE-TERRA	Illumina MiSeq	2023-01-22T10:56:09.453	Activated sludge of municipal wastewater treatment plants	USA	2015-01-07	
GCA_036792095.1	SAMN28749169	Candidatus Zixiibacteriota bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T06:45:44.676	sludge	USA	2015-01-07	
GCA_900556335.1	SAMEA4892516	uncultured Collinsella sp.	EBI	Illumina	2019-01-28T10:16:08.240	human gut			
GCA_902480725.1	SAMEA5852426	uncultured Collinsella sp.	EMG	Illumina	2019-08-07T10:18:40.226	human gut	USA		
GCA_001049715.1	SAMEA3360374	Staphylococcus argenteus	UNIVERSITY OF SCIENCE AND TECHNOLOGY OF CHINA	Illumina Hiseq 2500	2015-05-09T08:06:50.960				
GCA_002900905.1	SAMEA3360374	Staphylococcus argenteus	UNIVERSITY OF SCIENCE AND TECHNOLOGY OF CHINA	Illumina Hiseq 2500	2015-05-09T08:06:50.960				
GCA_013155325.1	SAMN14918903	Enterococcus sp. MMGLQ5-2	Research Institute of Forest Ecology Environment and Protection	Illumina HiSeq	2020-05-14T10:49:04.943	leaf	China:Chifeng	2019-08	oak
GCA_018390465.1	SAMN19071076	Enterococcus sp. MMGLQ5-2	Research Institute of Forest Ecology Environment and Protection	Illumina HiSeq	2021-05-07T23:00:07.200	tree leaf	China:Chifeng	2018-07	oak
GCA_035441765.1	SAMN32867622	Bacteroidales bacterium	CLUE-TERRA	Illumina MiSeq	2023-01-22T12:45:09.747	Aquaculture farm sediments	Hong Kong	Missing	
GCA_036724015.1	SAMN28745809	Bacteroidales bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T03:09:38.750	sediment; sludge; water	missing	missing	
GCA_005844935.1	SAMN10863221	Bacteroides ovatus	Icahn School of Medicine at Mount Sinai	Illumina HiSeq	2019-02-01T16:08:04.153	stool	USA	2016-08-08	Homo sapiens
GCA_015559545.1	SAMN15533355	Bacteroides ovatus	Icahn School of Medicine at Mount Sinai	Illumina HiSeq	2020-07-14T14:32:27.180	stool	USA	2016-08-08	Homo sapiens
GCA_012910805.1	SAMN13513296	Aromatoleum evansii	The James Hutton Institute	Illumina HiSeq	2019-12-09T12:03:03.300	creek sediment	USA	1995	
GCA_963888885.1	SAMEA115018207	Aromatoleum evansii	Nanjing Agriculture University	not collected	2024-03-02T10:04:07.852		not collected	not collected	
GCA_001473245.1	SAMN03579669	Photorhabdus laumondii subsp. laumondii	University of New Hampshire	Illumina HiSeq	2015-05-01T14:28:06.000		USA: Utah	1980	Heterorhabditis bacteriophora HP88
GCA_963870715.1	SAMEA115012602	Photorhabdus laumondii subsp. laumondii	Nanjing Agriculture University	not collected	2024-03-02T10:01:13.172		USA	not collected	
GCA_000160455.2	SAMN00009040	Acetomicrobium hydrogeniformans ATCC BAA-1850	The Genome Center	Illumina; 454	2010-02-24T12:56:09.910	missing	not determined	not determined	Homo sapiens
GCA_902374045.1	SAMEA5850842	Acetomicrobium hydrogeniformans	EMG	Illumina	2019-08-07T10:17:50.210	human gut	not provided		
GCA_004348775.1	SAMN08584164	Photorhabdus luminescens subsp. mexicana	University of Bern	Illumina HiSeq	2018-02-23T10:26:05.740	intestines	Mexico	Missing	Heterorhabditis bacteriophora
GCA_963881975.1	SAMEA115013424	Photorhabdus luminescens subsp. mexicana	Nanjing Agriculture University	not collected	2024-03-02T10:01:42.530		not collected	not collected	
GCA_902486515.1	SAMEA5853011	uncultured Acetobacter sp.	EMG	Illumina	2019-08-07T10:18:58.776	human gut	not provided		
GCA_900768845.1	SAMEA5278768	Alphaproteobacteria bacterium	DOE JGI	Illumina HiSeq 2000	2019-02-01T10:12:07.090	human stool	Fiji	2018-01-01	
GCA_003282445.1	SAMN08886063	OCS155 cluster bacterium AG-333-G23	Massachusetts Institute of Technology	Illumina NextSeq 500	2018-04-06T15:44:10.173	single cell amplified by WGA-X; seawater	Pacific Ocean	2010-11-29	
GCA_902520235.1	SAMEA6077635	uncultured Candidatus Actinomarina sp.	WOODS HOLE OCEANOGRAPHIC INSTITUTION	illumina	2019-10-26T18:19:07.353	marine water		2010-11-29	
GCA_948824055.1	SAMEA112409378	uncultured Muribaculaceae bacterium	UNIVERSITY OF CAMBRIDGE	Illumina	2023-02-06T10:12:29.723	feces	USA	not provided	
GCA_948942995.1	SAMEA112409648	uncultured Muribaculaceae bacterium	UNIVERSITY OF CAMBRIDGE	Illumina	2023-02-06T10:12:47.603	feces	USA	not provided	
GCA_021159025.1	SAMN18353523	Candidatus Atribacteria bacterium	California Institute of Technology	Illumina HiSeq	2021-03-19T02:37:13.290	marine hydrothermal sediment	Pacific Ocean: Mexico, Pescadero Basin	2015-04-18	
GCA_021160045.1	SAMN18353799	Candidatus Atribacteria bacterium	California Institute of Technology	Illumina HiSeq	2021-03-19T02:37:16.810	marine hydrothermal sediment	Pacific Ocean: Mexico, Pescadero Basin	2015-04-18	
GCA_026128545.1	SAMN25889450	Klebsiella pneumoniae	Peking University Third Hospital	Illumina NovaSeq	2022-02-13T10:20:04.870	missing	China: Beijing	2020-12-05	Homo sapiens
GCA_026198275.1	SAMN28408360	Klebsiella pneumoniae	Peking University Third Hospital	Illumina HiSeq	2022-05-14T10:00:09.660	patient with infection	China: Beijing	2020-12-05	Homo sapiens
GCA_036725105.1	SAMN28745769	Calditrichota bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T03:09:38.196	sludge	Hong Kong	2015-01-26	
GCA_035396865.1	SAMN32865151	Caldisericia bacterium	CLUE-TERRA	Illumina MiSeq	2023-01-22T10:56:07.867	Activated sludge of municipal wastewater treatment plants	Hong Kong	2015-01-26	
GCA_033657795.1	SAMN37555367	Bifidobacterium longum	Beijing YuGen Pharmaceutical Co., Ltd	Illumina HiSeq	2023-09-27T05:00:08.855		China	2022-09-29	Homo sapiens
GCA_033659485.1	SAMN37555572	Bifidobacterium longum	Beijing YuGen Pharmaceutical Co., Ltd	Illumina HiSeq	2023-09-27T05:59:04.846		China	2022-09-29	Homo sapiens
GCA_022096935.1	SAMN15815167	Candidatus Heimdallarchaeota archaeon	Institute of Oceanology, Chinese Academy of Sciences	BGISEQ-500	2020-08-13T21:45:06.740	cold seep sediment	Pacific Ocean: South China Sea	2017-07-20	
GCA_023128215.1	SAMN18452606	Candidatus Heimdallarchaeota archaeon	Institute of Oceanology, Chinese Academy of Sciences	Illumina HiSeq	2021-03-24T06:55:10.420	deep sea sediment	China: South China Sea	2017-09-25	
GCA_900771365.1	SAMEA5279042	Bacteroidales bacterium	DOE JGI	Illumina HiSeq 2000	2019-02-01T10:15:46.826	human stool	Fiji	2018-01-01	
GCA_902488005.1	SAMEA5853155	uncultured Bacteroidales bacterium	EMG	Illumina	2019-08-07T10:19:03.603	human gut	not provided		
GCA_030418525.1	SAMN08866619	Pandoraea capi	Tsinghua University	Illumina HiSeq	2018-04-05T05:03:10.336	waste water	China:Shenzhen	2018-01-01	
GCA_022696215.1	SAMN08563566	Pandoraea sp. LA3	Tsinghua University	Illumina HiSeq	2018-02-18T20:14:02.810	Waste water	China: Shenzhen	2017-06-01	
GCA_013043305.1	SAMN14538025	Candidatus Nitrosopumilus sp.	Monash University	Illumina NextSeq	2020-04-04T00:53:05.846	Beach sand	Australia: Middle Park Beach, Port Phillip Bay site A	2018	
GCA_018680295.1	SAMN19246857	Candidatus Nitrosopumilus sp.	Monash University	Illumina NextSeq	2021-05-18T23:01:07.346	beach sand	Australia: Middle Park Beach, Port Phillip Bay site A shallow	2018-06-14	
GCA_035327185.1	SAMN32809370	Candidatus Competibacter phosphatis	CLUE-TERRA	Illumina MiSeq	2023-01-20T09:11:07.597	full-scale industrial wastewater treatment plants sludge	Argentina	Missing	
GCA_036801105.1	SAMN28749224	Candidatus Competibacter phosphatis	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T07:00:42.846	sludge	Argentina	missing	
GCA_900550395.1	SAMEA4891929	uncultured Porphyromonadaceae bacterium	EBI	Illumina	2019-01-28T10:11:18.293	human gut			
GCA_902482495.1	SAMEA5852607	uncultured Porphyromonadaceae bacterium	EMG	Illumina	2019-08-07T10:18:45.870	human gut	Spain		
GCA_035427285.1	SAMN32867268	Chitinophagales bacterium	CLUE-TERRA	Illumina MiSeq	2023-01-22T12:09:08.430	Foam and foaming activated sludge	Hong Kong	2012-03-01	
GCA_036827325.1	SAMN28750519	Chitinophagales bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T07:28:33.523	sludge	China	2012-03-01	
GCA_949429115.1	SAMEA112720538	uncultured Helicobacter sp.	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	Illumina HiSeq 2500	2023-03-08T08:30:35.080	mouse gut metagenome	China	2016-01-25	
GCA_949478725.1	SAMEA112720333	uncultured Helicobacter sp.	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	Illumina HiSeq 2500	2023-03-08T08:30:28.286	mouse gut metagenome	China	2016-01-25	
GCA_949528715.1	SAMEA112720221	uncultured Helicobacter sp.	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	Illumina HiSeq 2500	2023-03-08T08:30:24.883	mouse gut metagenome	China	2016-01-25	
GCA_005472315.1	SAMN11292275	Streptococcus pyogenes	PREPARE (Platform foR European Preparedness Against (Re-)Emerging Epidemics, EU-FP7, # 602525	Illumina MiSeq	2019-03-31T09:29:07.137	throat	Belgium	2007	Homo sapiens
GCA_005472655.1	SAMN11292277	Streptococcus pyogenes	PREPARE (Platform foR European Preparedness Against (Re-)Emerging Epidemics, EU-FP7, # 602525	Illumina MiSeq	2019-03-31T09:29:07.170	throat	Belgium	2008	Homo sapiens
GCA_003210025.1	SAMN08886463	Pelagibacteraceae bacterium AG-426-M19	Massachusetts Institute of Technology	Illumina NextSeq 500	2018-04-06T15:44:17.703	single cell amplified by WGA-X; seawater	Atlantic Ocean	2011-11-12	
GCA_902578885.1	SAMEA6079697	uncultured Pelagibacteraceae bacterium	WOODS HOLE OCEANOGRAPHIC INSTITUTION	illumina	2019-10-26T18:19:47.510	marine water		2011-11-12	
GCA_005773845.1	SAMN11605678	Cutibacterium acnes	University of Washington	Illumina MiSeq	2019-05-08T16:59:05.523	Tissue Right Shoulder HUMERAL MEMBRANE	USA	2015-04-14	Homo sapiens
GCA_005937555.1	SAMN09289917	Cutibacterium acnes	University of Washington	Illumina MiSeq	2018-05-31T15:15:19.153	Tissue Right Shoulder HUMERAL MEMBRANE No. 3	USA	2015-04-14	Homo sapiens
GCA_019092065.1	SAMN18673114	Vibrio metschnikovii	Institute of Military Veterinary Science, the Academy of Military Medical Sciences	Illumina HiSeq	2021-04-08T12:20:05.140	Not applicable	China: Chifeng	2019	Migratory birds
GCA_963895555.1	SAMEA115018567	Vibrio metschnikovii	Nanjing Agriculture University	not collected	2024-03-02T10:04:19.128		not collected	not collected	
GCA_009767005.1	SAMN13068707	Escherichia coli	washington state university	Illumina MiSeq	2019-10-21T11:58:04.336	feces	Tanzania	2015-06-25	sheep, goats
GCA_009793885.1	SAMN13558835	Escherichia coli	washington state university	Illumina MiSeq	2019-12-13T10:06:08.896	feces	Tanzania	not applicable	missing
GCA_035337955.1	SAMN32810337	Thiobacillaceae bacterium	CLUE-TERRA	Illumina MiSeq	2023-01-20T09:39:08.813	Domestic waste water	Singapore	2015-06-19	
GCA_036782255.1	SAMN28748479	Thiobacillaceae bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T05:49:39.136	sludge	Singapore	2015-06-19	
GCA_006151705.1	SAMN11877826	Pseudomonas sp. Fig-3	The University of Adelaide	Illumina HiSeq	2019-05-29T00:19:05.766	gold particle	South Africa: Barberton	2016-09-21	
GCA_901007645.1	SAMEA5232611	Pseudomonas sp. FG-3G	THE UNIVERSITY OF ADELAIDE	Illumina HiSeq	2019-03-25T09:06:05.816				
GCA_900557425.1	SAMEA4892629	uncultured Atopobium sp.	EBI	Illumina	2019-01-28T10:17:11.396	human gut			
GCA_902479915.1	SAMEA5852347	uncultured Atopobium sp.	EMG	Illumina	2019-08-07T10:18:37.713	human gut	Singapore		
GCA_036779695.1	SAMN28748303	Bacillota bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T05:49:36.996	sludge	Japan	2015-04-20	
GCA_035395105.1	SAMN32865242	Clostridia bacterium	CLUE-TERRA	Illumina MiSeq	2023-01-22T10:56:08.767	Activated sludge of municipal wastewater treatment plants	Japan	2015-04-20	
GCA_024434455.1	SAMN27865499	Klebsiella pneumoniae	Wuhan CDC	Illumina NovaSeq	2022-04-27T05:01:05.590	umbilicus	China:Hubei	2019-05	Homo sapiens
GCA_025532035.1	SAMN28415514	Klebsiella pneumoniae	Wuhan CDC	Illumina NovaSeq	2022-05-15T03:05:06.586	umbilicus	China:Hubei	2019-05	Homo sapiens
GCA_000788515.1	SAMN03104882	Vibrio cholerae	University of Florida	Illumina GAII	2014-10-11T10:27:32.627	Water, Environmental	Haiti: Lassalle	2012-04-24	
GCA_000788775.1	SAMN03104875	Vibrio cholerae	University of Florida	Illumina GAIIx	2014-10-11T10:27:32.140	Stool, Clinical	Haiti: Cholera Treatment Center, Gressier	2012-05-21	Homo sapiens
GCA_949530415.1	SAMEA112731115	uncultured Anaerotignum sp.	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	NextSeq 500	2023-03-08T08:34:33.730	mouse gut metagenome	USA	2018-01-15	
GCA_949540595.1	SAMEA112730856	uncultured Anaerotignum sp.	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	Illumina HiSeq 2000	2023-03-08T08:34:25.113	mouse gut metagenome	USA	2018-01-15	
GCA_900540785.1	SAMEA4890954	uncultured Blautia sp.	EBI	Illumina	2019-01-28T10:02:49.580	human gut			
GCA_902481615.1	SAMEA5852517	uncultured Blautia sp.	EMG	Illumina	2019-08-07T10:18:43.070	human gut	USA		
GCA_017168575.1	SAMN15083409	Klebsiella pneumoniae	USAMRD-A	Illumina	2020-06-02T12:46:08.480	missing	Kenya:Kilifi	2019-02-04	Homo sapiens
GCA_037629535.1	SAMN39992660	Klebsiella pneumoniae	WRAIR-Africa	Illumina	2024-02-20T08:12:06.703	Wound/skin swab	Kenya: Malindi	2019-02-04	Homo sapiens
GCA_005844455.1	SAMN10863253	Streptococcus mitis	Icahn School of Medicine at Mount Sinai	Illumina HiSeq	2019-02-01T16:08:04.743	stool	USA	2016-03-14	Homo sapiens
GCA_015556575.1	SAMN15532968	Streptococcus sp. 1001175B_160314_H6	Icahn School of Medicine at Mount Sinai	Illumina HiSeq	2020-07-14T14:32:21.040	stool	USA	2016-03-14	Homo sapiens
GCA_033436825.1	SAMN38056071	Microbacterium arthrosphaerae	Third Institute of Oceanography, Ministry of Natural Resources	Illumina	2023-11-01T03:59:03.480	feces	India	not provided	
GCA_033548675.1	SAMN38056070	Microbacterium sp. M3	Third Institute of Oceanography(TIO) of the Ministry of Natural Resources	Illumina	2023-11-01T03:50:05.320	feces	India	not provided	pill millipede
GCA_900545005.1	SAMEA4891388	uncultured Mycoplasmatota bacterium	EBI	Illumina	2019-01-28T10:06:45.443	human gut			
GCA_902480195.1	SAMEA5852375	uncultured Mycoplasma sp.	EMG	Illumina	2019-08-07T10:18:38.510	human gut	USA		
GCA_949516225.1	SAMEA112730920	Muribaculaceae bacterium Isolate-084 (Janvier)	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	Illumina HiSeq 2000	2023-03-08T08:34:26.906	mouse gut metagenome	USA	2018-01-15	
GCA_949544785.1	SAMEA112731130	Muribaculaceae bacterium Isolate-084 (Janvier)	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	NextSeq 500	2023-03-08T08:34:34.116	mouse gut metagenome	USA	2018-01-15	
GCA_015557305.1	SAMN15532887	Bifidobacterium pseudocatenulatum	Icahn School of Medicine at Mount Sinai	Illumina HiSeq	2020-07-14T14:32:19.690	stool	USA	2015-03-09	Homo sapiens
GCA_028311605.1	SAMN31321728	Bifidobacterium pseudocatenulatum	Icahn School of Medicine	Illumina HiSeq	2022-10-17T16:26:13.148		USA	2015-03-09	Homo sapiens
GCA_000689235.1	SAMEA3139000	Streptococcus agalactiae COH1	IP		2014-11-21T08:59:24.490				
GCA_030489705.1	SAMN35521427	Streptococcus agalactiae COH1	University of Colorado - AMC	PacBio	2023-05-29T11:10:05.600	blood from neonate	USA	missing	Homo sapiens
GCA_035405565.1	SAMN32865716	Syntrophales bacterium	CLUE-TERRA	Illumina MiSeq	2023-01-22T11:15:08.313	Activated sludge of municipal wastewater treatment plants	Hong Kong	2015-03-06	
GCA_036825195.1	SAMN28750555	Syntrophales bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T07:28:33.936	sludge	Hong Kong	2015-03-06	
GCA_024260505.1	SAMN27863981	Klebsiella pneumoniae	Wuhan CDC	Illumina MiSeq	2022-04-27T00:12:05.507	blood	China:Hubei	2019-01	Homo sapiens
GCA_024434465.1	SAMN27865205	Klebsiella pneumoniae	Wuhan CDC	Illumina NovaSeq	2022-04-27T04:36:05.480	urine	China:Hubei	2019-01	Homo sapiens
GCA_945827695.1	SAMEA110360404	uncultured Clostridia bacterium	EMG	NextSeq 500	2022-07-15T08:11:17.540	pig gut metagenome	Germany	2016-08-01	
GCA_945862915.1	SAMEA110402116	uncultured Clostridia bacterium	EMG	NextSeq 500	2022-07-22T13:12:51.306	pig gut metagenome	Germany	2016-08-01	
GCA_949519515.1	SAMEA112730835	uncultured Christensenellaceae bacterium	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	Illumina HiSeq 2000	2023-03-08T08:34:24.583	mouse gut metagenome	USA	2018-01-15	
