Organism.Name	TaxID	BioProject.Accession	BioProject.ID	Group	SubGroup	Size..Mb.	GC.	Replicons	WGS	Scaffolds	Genes	Proteins	Release.Date	Modify.Date	Status	Center	BioSample.Accession	Assembly.Accession	Reference	FTP.Path	Pubmed.ID	Strain	Actual.Size
uncultured Pelagibacteraceae bacterium	1667051	PRJEB33281	572885	Pseudomonadota	Alphaproteobacteria	1.21268	29.7	-	CACFXO01	22	-	-	2019/10/30	2021/01/18	Contig	WOODS HOLE OCEANOGRAPHIC INSTITUTION	SAMEA6076036	GCA_902570235.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/570/235/GCA_902570235.1_AG-414-O11	-	AG-414-O11	1212678
Bacteroides faecis	674529	PRJNA482748	482748	FCB group	Bacteroidota/Chlorobiota group	6.14654	42.5	-	QSVL01	123	4983	4834	2018/08/31	2022/09/03	Scaffold	BGI	SAMN09736755	GCA_003439395.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/439/395/GCF_003439395.1_ASM343939v1	-	OM02-29	6146539
Bacteroides faecis	674529	PRJEB33885	559126	FCB group	Bacteroidota/Chlorobiota group	6.14654	42.5	-	CABMFH01	123	4970	4819	2019/08/12	2022/09/29	Scaffold	EMG	SAMEA5851785	GCA_902385395.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/385/395/GCA_902385395.1_UHGG_MGYG-HGUT-02281	-	MGYG-HGUT-02281	6146539
Clostridioides difficile	1496	PRJNA479396	479396	Terrabacteria group	Bacillota	4.19792	28.5	-	QOVP01	96	3870	3761	2018/07/16	2022/02/07	Scaffold	National Institute for Communicable Disease Control and Prevention	SAMN09536779	GCA_003324025.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/324/025/GCF_003324025.1_ASM332402v1	-	GZ8	4197923
Clostridioides difficile	1496	PRJNA479396	479396	Terrabacteria group	Bacillota	4.19792	28.5	-	QOCA01	96	3870	3761	2018/07/18	2022/02/07	Scaffold	National Institute for Communicable Disease Control and Prevention	SAMN09579954	GCA_003327265.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/327/265/GCF_003327265.1_ASM332726v1	-	ZR8	4197923
Sphingomonadales bacterium 58	2588488	PRJNA548269	548269	Pseudomonadota	Alphaproteobacteria	4.17056	62.5	-	VFEL01	44	4069	3959	2021/08/26	2021/08/26	Scaffold	Helmholtz Centre for Environmental Research - UFZ	SAMN12015798	GCA_019780595.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/780/595/GCA_019780595.1_ASM1978059v1	-	58	4170555
Sphingobium sp. S8	2758385	PRJEB39494	669725	Pseudomonadota	Alphaproteobacteria	4.17056	62.5	-	CAJGUX01	44	4080	3977	2020/10/30	2022/01/28	Scaffold	University of Nairobi	SAMEA7101084	GCA_904830865.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/904/830/865/GCA_904830865.1_58_assembly.fasta.gz	-	Sphingobium sp. strain S8	4170555
Sphingobium sp. S8	2758385	PRJEB39494	669725	Pseudomonadota	Alphaproteobacteria	4.17056	62.5	-	CAJHOH01	44	4080	3977	2020/12/12	2022/01/29	Scaffold	University of Nairobi	SAMEA7101084	GCA_905120485.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/120/485/GCA_905120485.1_sphingobium_sp_strain_S8.embl.gz	-	Sphingobium sp. strain S8	4170555
Pyrobaculum sp.	2004705	PRJNA507515	507515	TACK group	Thermoproteota	2.12752	51.6	-	WUQQ01	275	-	-	2020/01/16	2020/01/16	Contig	Institute of Life Sciences	SAMN13381897	GCA_009888185.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/888/185/GCF_009888185.1_ASM988818v1	-	ILS 600	2127525
Pyrobaculum sp.	2004705	PRJNA507515	507515	TACK group	Thermoproteota	2.12752	51.6	-	WUQT01	275	-	-	2020/01/16	2020/01/16	Contig	Institute of Life Sciences	SAMN13381899	GCA_009889555.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/889/555/GCF_009889555.1_ASM988955v1	-	ILS 500	2127525
Enterococcus gallinarum	1353	PRJNA527079	527079	Terrabacteria group	Bacillota	3.66663	40.1	-	SPOW01	55	3531	3409	2019/04/02	2022/04/16	Contig	King's College London	SAMN11126835	GCA_004570995.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/570/995/GCF_004570995.1_ASM457099v1	-	C2	3666628
Enterococcus gallinarum	1353	PRJNA671681	671681	Terrabacteria group	Bacillota	3.66663	40.1	-	JADGLH01	55	3531	3359	2020/11/04	2021/11/06	Contig	King's College London	SAMN16540190	GCA_015235345.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/235/345/GCA_015235345.1_ASM1523534v1	-	19428wB3_C2	3666628
Calditrichota bacterium	2212469	PRJNA843551	843551	Calditrichota	unclassified Calditrichota	1.93966	45.2	-	DAIOMJ01	253	-	-	2024/02/21	2024/02/21	Scaffold	Helmholtz Centre for Environmental Research - UFZ	SAMN28747498	GCA_036755705.1	-	-	37994269	CTOTU18505	1939656
Caldisericia bacterium	2758719	PRJNA925477	925477	Caldisericota/Cryosericota group	Caldisericota	1.93966	45.2	-	DAOOZJ01	253	1815	1760	2024/01/09	2024/01/09	Scaffold	CLUE-TERRA	SAMN32865275	GCA_035394485.1	-	-	38289113	AMR_MDS_3540	1939656
Pelagibacteraceae bacterium AG-410-N23	2162012	PRJNA445865	445865	Pseudomonadota	Alphaproteobacteria	0.923408	28.5	-	QCKW01	36	-	-	2018/06/12	2018/09/11	Contig	Massachusetts Institute of Technology	SAMN08886385	GCA_003215055.1	-	-	30179231	AG-410-N23	923408
uncultured Pelagibacteraceae bacterium	1667051	PRJEB33281	572885	Pseudomonadota	Alphaproteobacteria	0.923408	28.5	-	CACFJU01	36	-	-	2019/10/30	2021/01/18	Contig	WOODS HOLE OCEANOGRAPHIC INSTITUTION	SAMEA6076152	GCA_902566655.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/566/655/GCA_902566655.1_AG-410-N23	-	AG-410-N23	923408
Streptomyces bottropensis ATCC 25435	1054862	PRJNA176092	176092	Terrabacteria group	Actinomycetota	8.91473	71.2	-	AOCF01	43	7907	7495	2013/02/06	2022/05/10	Scaffold	Tianjin Institute of Industrial Biotechnology, Chinese Academy of Sciences	SAMN02471210	GCA_000340335.2	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/340/335/GCA_000340335.2_ASM34033v2	23516178	ATCC 25435	8914727
Streptomyces sp. SID5476	2690302	PRJNA596543	596543	Terrabacteria group	Actinomycetota	8.91473	71.2	-	WWIH01	43	7906	7179	2020/01/14	2022/02/05	Scaffold	University of Wisconsin-Madison	SAMN13630869	GCA_009870085.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/870/085/GCF_009870085.1_ASM987008v1	30705269	SID5476	8914727
Yersinia pestis	632	PRJNA766477	766477	Pseudomonadota	Gammaproteobacteria	4.69106	47.5	-	JAIWMG01	158	4332	4047	2022/10/06	2023/06/04	Scaffold	National Institute for Communicable Disease Control and Prevention	SAMN21848818	GCA_025604165.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/604/165/GCF_025604165.1_ASM2560416v1	35787155	AKS2021-HT5OS	4691063
Yersinia pestis	632	PRJNA811346	811346	Pseudomonadota	Gammaproteobacteria	4.69106	47.5	-	JAKZCR01	158	4350	4034	2024/07/17	2024/07/19	Scaffold	China CDC	SAMN26329507	GCA_040750935.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/750/935/GCF_040750935.1_ASM4075093v1	-	AKS2021HT5OS	4691063
Staphylococcus aureus	1280	PRJNA746630	746630	Terrabacteria group	Bacillota	2.75497	32.8	-	JAHVYK01	18	2737	2487	2021/07/20	2022/08/13	Scaffold	Shandong Academy of Agricultural Sciences	SAMN20229049	GCA_019294705.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/294/705/GCA_019294705.1_ASM1929470v1	-	N7	2754971
Staphylococcus aureus	1280	PRJNA746749	746749	Terrabacteria group	Bacillota	2.75497	32.8	-	JAHVYZ01	18	2737	2487	2021/07/20	2022/08/13	Scaffold	Shandong Academy of Agricultural Sciences	SAMN20239738	GCA_019294875.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/294/875/GCA_019294875.1_ASM1929487v1	-	R7	2754971
Bifidobacterium animalis subsp. lactis	302911	PRJNA481603	481603	Terrabacteria group	Actinomycetota	1.93542	60.5	chromosome:NZ_CP031154.1/CP031154.1	-	1	1614	1532	2018/09/28	2022/03/05	Complete Genome	DuPont Nutrition & Health	SAMN09684768	GCA_003606305.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/606/305/GCF_003606305.1_ASM360630v1	-	HN019	1935423
Bifidobacterium animalis	28025	PRJNA1039881	1039881	Terrabacteria group	Actinomycetota	1.93542	60.5	chromosome:NZ_CP138633.1/CP138633.1	-	1	1617	1534	2024/01/25	2024/01/29	Complete Genome	Shandong University	SAMN38233214	GCA_036227545.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/227/545/GCF_036227545.1_ASM3622754v1	-	B01	1935423
Klebsiella sp. 97683	3079157	PRJNA1023557	1023557	Pseudomonadota	Gammaproteobacteria	5.78537	57	-	JAWJPK01	131	5832	5588	2024/03/04	2024/03/06	Contig	the First Affiliated Hospital of Medical School	SAMN37663655	GCA_036998345.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/998/345/GCF_036998345.1_ASM3699834v1	38295990	97683	5785371
Klebsiella pneumoniae	573	PRJNA870306	870306	Pseudomonadota	Gammaproteobacteria	5.78537	57	-	JANTDC01	131	-	-	2022/11/13	2022/11/13	Contig	Zhejiang university	SAMN30369313	GCA_026162085.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/162/085/GCF_026162085.1_ASM2616208v1	-	PSKP28	5785371
Aeromonas dhakensis	196024	PRJNA685342	685342	Pseudomonadota	Gammaproteobacteria	4.75318	61.7	-	JAEHJT01	21	4392	4208	2021/01/20	2022/01/29	Contig	Chinese Center for Disease Control and Prevention	SAMN17083348	GCA_016729585.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/729/585/GCA_016729585.1_ASM1672958v1	-	CN17A0075	4753178
Aeromonas dhakensis	196024	PRJEB71012	1084441	Pseudomonadota	Gammaproteobacteria	4.75318	61.7	-	CAWPXL01	21	-	-	2024/02/29	2024/03/02	Contig	Nanjing Agriculture University	SAMEA115016517	GCA_963892265.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/892/265/GCA_963892265.1_ena-yuan-GCF_016729585.1	-	ena-yuan-GCF_016729585.1	4753178
Cutibacterium acnes	1747	PRJNA541974	541974	Terrabacteria group	Actinomycetota	2.4785	60.1	-	VBXY01	13	2431	2321	2019/05/22	2022/06/26	Contig	University of Washington	SAMN11605676	GCA_005773935.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/773/935/GCF_005773935.1_ASM577393v1	-	T29015	2478499
Cutibacterium acnes	1747	PRJNA474022	474022	Terrabacteria group	Actinomycetota	2.4785	60.1	-	QJHT01	13	2426	2308	2019/06/03	2022/01/18	Contig	University of Washington	SAMN09289915	GCA_005937145.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/937/145/GCF_005937145.1_ASM593714v1	-	T29015	2478499
Pelagibacteraceae bacterium AG-426-M19	2161998	PRJNA445865	445865	Pseudomonadota	Alphaproteobacteria	1.25623	29.1	-	QCNW01	25	-	-	2018/06/12	2018/09/11	Contig	Massachusetts Institute of Technology	SAMN08886463	GCA_003210025.1	-	-	30179231	AG-426-M19	1256227
uncultured Pelagibacteraceae bacterium	1667051	PRJEB33281	572885	Pseudomonadota	Alphaproteobacteria	1.25623	29.1	-	CACHEQ01	25	-	-	2019/10/30	2021/01/18	Contig	WOODS HOLE OCEANOGRAPHIC INSTITUTION	SAMEA6079697	GCA_902578885.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/578/885/GCA_902578885.1_AG-426-M19	-	AG-426-M19	1256227
Klebsiella pneumoniae	573	PRJNA787440	787440	Pseudomonadota	Gammaproteobacteria	5.62574	57.3	-	JAKHEO01	103	5512	5287	2022/02/17	2022/02/19	Contig	Karolinska Insitutet	SAMN24979422	GCA_022325035.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/325/035/GCA_022325035.1_ASM2232503v1	-	VPKP284	5625737
Klebsiella pneumoniae	573	PRJNA1017778	1017778	Pseudomonadota	Gammaproteobacteria	5.62574	57.3	-	JAWZYD01	103	-	-	2023/12/26	2023/12/26	Contig	Karolinska Institutet	SAMN37746763	GCA_034651915.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/034/651/915/GCF_034651915.1_ASM3465191v1	-	VPKP284	5625737
Escherichia coli	562	PRJNA801874	801874	Pseudomonadota	Gammaproteobacteria	5.10059	50.9	-	JAKLSV01	5	4951	4653	2022/09/15	2022/09/19	Contig	Universtity Hospital Cologne	SAMN25408301	GCA_025218405.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/218/405/GCF_025218405.1_ASM2521840v1	36200773	EC13927	5100592
Escherichia coli	562	PRJNA1036598	1036598	Pseudomonadota	Gammaproteobacteria	5.10059	50.9	-	JAXACG01	5	4976	4669	2023/11/22	2023/11/22	Contig	Universtity Hospital Cologne	SAMN38143731	GCA_033900325.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/900/325/GCA_033900325.1_ASM3390032v1	-	CIM-Carb-098	5100592
Pseudomonas azotoformans	47878	PRJNA377387	377387	Pseudomonadota	Gammaproteobacteria	6.43625	59.8	-	MZZJ01	37	5897	5712	2019/01/22	2022/03/07	Scaffold	NBAIM	SAMN06461247	GCA_004102685.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/102/685/GCF_004102685.1_ASM410268v1	-	SC 14	6436246
Pseudomonas koreensis	198620	PRJNA328580	328580	Pseudomonadota	Gammaproteobacteria	6.43625	59.8	-	NIGO01	37	5903	5719	2017/06/08	2022/07/22	Scaffold	NBAIM	SAMN06445250	GCA_002177125.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/177/125/GCF_002177125.1_ASM217712v1	-	P2	6436246
Listeria monocytogenes serotype 1/2a str. 10-0933	1196169	PRJNA167882	167882	Terrabacteria group	Bacillota	2.87028	38	chromosome:NZ_CP007199.1/CP007199.1	-	1	2866	2770	2017/06/30	2021/12/20	Complete Genome	Public Health Agency of Canada	SAMN07124737	GCA_002213845.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/213/845/GCF_002213845.1_ASM221384v1	-	10-0933	2870277
Listeria monocytogenes serotype 1/2a str. 10-0934	1196170	PRJNA167883	167883	Terrabacteria group	Bacillota	2.87028	38	chromosome:NZ_CP007200.1/CP007200.1	-	1	2867	2773	2017/06/30	2022/07/15	Complete Genome	Public Health Agency of Canada	SAMN07124738	GCA_002213865.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/213/865/GCF_002213865.1_ASM221386v1	-	10-0934	2870277
Clostridia bacterium	2044939	PRJNA421843	421843	Terrabacteria group	Bacillota	3.1338	62.7	-	PKEV01	219	-	-	2018/02/06	2018/02/06	Contig	zhejiang university	SAMN08158220	GCA_002919395.1	-	-	-	RSA7	3133800
bacterium	1869227	PRJNA421843	421843	unclassified Bacteria	bacterium	3.1338	62.7	-	PKEU01	219	-	-	2018/02/06	2018/02/06	Contig	zhejiang university	SAMN08158221	GCA_002919195.1	-	-	-	RSA8	3133800
uncultured Porphyromonadaceae bacterium	348578	PRJEB26432	517255	FCB group	Bacteroidota/Chlorobiota group	1.93352	53.5	-	USNC01	386	-	-	2019/01/28	2019/01/28	Contig	European Bioinformatics Institute	SAMEA4892478	GCA_900555915.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/555/915/GCA_900555915.1_UMGS1881	-	UMGS1881	1933519
uncultured Porphyromonadaceae bacterium	348578	PRJEB33885	559126	FCB group	Bacteroidota/Chlorobiota group	1.93352	53.5	-	CABTCD01	386	-	-	2019/09/06	2021/03/01	Contig	EMG	SAMEA5852678	GCA_902483255.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/483/255/GCA_902483255.1_UHGG-TPA_MGYG-HGUT-03172	-	MGYG-HGUT-03172	1933519
Rikenellaceae bacterium	2049048	PRJEB31003	517862	FCB group	Bacteroidota/Chlorobiota group	1.89254	45	-	CAAGNP01	47	-	-	2019/04/04	2021/02/24	Contig	DOE JGI	SAMEA5278787	GCA_900771335.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/771/335/GCA_900771335.1_SRS476863_31	-	HGM05605	1892545
uncultured Bacteroidales bacterium	194843	PRJEB33885	559126	FCB group	Bacteroidota/Chlorobiota group	1.89254	45	-	CABTUY01	47	-	-	2019/09/06	2021/03/01	Contig	EMG	SAMEA5853151	GCA_902488135.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/488/135/GCA_902488135.1_UHGG-TPA_MGYG-HGUT-03645	-	MGYG-HGUT-03645	1892545
Streptomyces albidoflavus	1886	PRJNA180996	180996	Terrabacteria group	Actinomycetota	6.84165	73.3	chromosome:NC_020990.1/CP004370.1	-	1	5974	5788	2013/04/09	2022/01/20	Complete Genome	HIPS/LNU	SAMN02603310	GCA_000359525.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/359/525/GCA_000359525.1_ASM35952v1	24495463	J1074	6841649
Streptomyces sp. SID7817	2690334	PRJNA596543	596543	Terrabacteria group	Actinomycetota	6.84165	73.3	-	WWHB01	1	5974	5524	2020/01/13	2022/02/05	Contig	University of Wisconsin-Madison	SAMN13630901	GCA_009862345.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/862/345/GCF_009862345.1_ASM986234v1	30705269	SID7817	6841649
Faecalibacterium prausnitzii	853	PRJEB52643	840725	Terrabacteria group	Bacillota	1.45666	58.5	-	CAMAAU01	310	-	-	2022/08/20	2022/09/02	Contig	EMG	SAMEA110360423	GCA_945831115.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/945/831/115/GCA_945831115.1_SRR5240750_bin.35_metaWRAP_v1.3_MAG	-	SRR5240750_bin.35_metaWRAP_v1.3_MAG	1456662
uncultured Faecalibacterium sp.	259315	PRJEB52676	840749	Terrabacteria group	Bacillota	1.45666	58.5	-	CAMCKK01	310	-	-	2022/08/20	2022/09/02	Contig	EMG	SAMEA110402089	GCA_945875395.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/945/875/395/GCA_945875395.1_ERR1855544_bin.20_metaWRAP_v1.3_MAG	-	ERR1855544_bin.20_metaWRAP_v1.3_MAG	1456662
Enterobacter sp. BIDMC100	1686399	PRJNA668870	668870	Pseudomonadota	Gammaproteobacteria	4.54664	55.4	chromosome:NZ_CP079996.1/CP079996.1	-	1	3815	3650	2021/07/28	2022/07/30	Chromosome	Ministry of Public Health-Thailand	SAMN17833504	GCA_019378775.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/378/775/GCA_019378775.1_ASM1937877v1	-	Colony164	4546640
Enterobacter sp. BIDMC100	1686399	PRJNA668870	668870	Pseudomonadota	Gammaproteobacteria	4.54664	55.4	chromosome:NZ_CP079997.1/CP079997.1	-	1	3831	3667	2021/07/28	2022/07/30	Chromosome	Ministry of Public Health-Thailand	SAMN17833503	GCA_019378815.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/378/815/GCA_019378815.1_ASM1937881v1	-	Colony289	4546640
Clostridia bacterium	2044939	PRJNA641528	641528	Terrabacteria group	Bacillota	1.12458	38	-	JADBMV01	84	-	-	2020/11/23	2020/11/23	Contig	Tibet Agricultural and Animal Husbandry College	SAMN15355158	GCA_015657095.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/657/095/GCA_015657095.1_ASM1565709v1	33036549	MAG13	1124580
uncultured Clostridia bacterium	244328	PRJEB40266	664733	Terrabacteria group	Bacillota	1.12458	38	-	CAJGCK01	84	-	-	2020/10/10	2021/03/05	Contig	Shanghai MasScience Genomics Core	SAMEA7322032	GCA_904501795.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/904/501/795/GCA_904501795.1_MAG13	-	MAG13	1124580
Vibrio cholerae	666	PRJNA380223	380223	Pseudomonadota	Gammaproteobacteria	3.95838	47.5	-	NMYZ01	84	3691	3512	2019/08/26	2022/10/03	Contig	ChunLab, Inc.	SAMN07357091	GCA_008087125.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/087/125/GCF_008087125.1_ASM808712v1	-	VCKR1	3958379
Vibrio cholerae	666	PRJEB29273	505022	Pseudomonadota	Gammaproteobacteria	3.95838	47.5	-	UWOX01	84	3687	3506	2018/11/09	2022/03/13	Contig	SEOUL NAT'L UNIV.	SAMEA5038420	GCA_900604905.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/604/905/GCA_900604905.1_ASM90060490v1	-	KorC1	3958379
uncultured Franconibacter sp.	1649297	PRJEB26432	517255	Pseudomonadota	Gammaproteobacteria	3.13435	57.1	-	USTU01	534	-	-	2019/01/28	2019/01/28	Contig	European Bioinformatics Institute	SAMEA4892664	GCA_900557735.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/557/735/GCA_900557735.1_UMGS2076	-	UMGS2076	3134352
uncultured Franconibacter sp.	1649297	PRJEB33885	559126	Pseudomonadota	Gammaproteobacteria	3.13435	57.1	-	CABTAD01	534	-	-	2019/09/06	2021/03/01	Contig	EMG	SAMEA5852620	GCA_902482575.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/482/575/GCA_902482575.1_UHGG-TPA_MGYG-HGUT-03115	-	MGYG-HGUT-03115	3134352
Halalkalibacter hemicellulosilyticusJCM 9152	1236971	PRJDB669	232557	Terrabacteria group	Bacillota	4.53806	38.2	-	BAUU01	102	4382	4026	2013/12/26	2022/01/25	Contig	The University of Tokyo	SAMD00000476	GCA_000513115.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/513/115/GCA_000513115.1_ASM51311v1	24482522	JCM 9152	4538064
Halalkalibacter hemicellulosilyticusJCM 9152	1236971	PRJDB669	232557	Terrabacteria group	Bacillota	4.53806	38.2	-	BAZO01	102	4382	4026	2015/10/01	2022/01/26	Contig	The University of Tokyo	SAMD00000476	GCA_001315065.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/315/065/GCF_001315065.1_ASM131506v1	-	JCM 9152	4538064
Megamonas rupellensis	491921	PRJNA482748	482748	Terrabacteria group	Bacillota	2.24478	31.9	-	QSVE01	57	2187	2120	2018/08/31	2022/09/03	Scaffold	BGI	SAMN09736766	GCA_003439315.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/439/315/GCF_003439315.1_ASM343931v1	-	OM02-7LB	2244779
Megamonas funiformis	437897	PRJEB33885	559126	Terrabacteria group	Bacillota	2.24478	31.9	-	CABMFB01	57	2182	2115	2019/08/15	2022/09/29	Scaffold	EMG	SAMEA5851788	GCA_902385385.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/385/385/GCA_902385385.1_UHGG_MGYG-HGUT-02284	-	MGYG-HGUT-02284	2244779
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120498	1412545	PRJNA219482	219482	Pseudomonadota	Gammaproteobacteria	4.68583	52.2	chromosome:NZ_CP007352.2/CP007352.2	-	1	4492	4226	2014/04/01	2022/09/25	Chromosome	LFZ	SAMN02384266	GCA_000624615.2	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/624/615/GCA_000624615.2_ASM62461v2	24786953	EC20120498	4685833
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121672	1412561	PRJNA219482	219482	Pseudomonadota	Gammaproteobacteria	4.68583	52.2	chromosome:NZ_CP007370.2/CP007370.2	-	1	4493	4227	2014/04/01	2022/09/25	Chromosome	LFZ	SAMN02384282	GCA_000624775.2	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/624/775/GCA_000624775.2_ASM62477v2	24786953	EC20121672	4685833
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120969	1412619	PRJNA219482	219482	Pseudomonadota	Gammaproteobacteria	4.68583	52.2	chromosome:NZ_CP007379.2/CP007379.2	-	1	4489	4227	2014/04/02	2022/09/25	Chromosome	LFZ	SAMN02384340	GCA_000625215.2	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/625/215/GCA_000625215.2_ASM62521v2	24786953	EC20120969	4685833
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120580	1412603	PRJNA219482	219482	Pseudomonadota	Gammaproteobacteria	4.68583	52.2	chromosome:NZ_CP007335.2/CP007335.2	-	1	4490	4227	2014/04/02	2022/09/25	Chromosome	LFZ	SAMN02384324	GCA_000625455.2	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/625/455/GCA_000625455.2_ASM62545v2	24786953	EC20120580	4685833
uncultured Sutterella sp.	286133	PRJEB26432	517255	Pseudomonadota	Betaproteobacteria	1.87496	47.7	-	UQYP01	17	-	-	2019/01/28	2019/01/28	Contig	European Bioinformatics Institute	SAMEA4891418	GCA_900545335.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/545/335/GCA_900545335.1_UMGS767	-	UMGS767	1874959
uncultured Sutterella sp.	286133	PRJEB37358	693746	Pseudomonadota	Betaproteobacteria	1.87496	47.7	-	CAJJKD01	17	-	-	2021/02/01	2021/02/01	Contig	EMG	SAMEA7846277	GCA_905187975.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/187/975/GCA_905187975.1_ERR1190550-mag-bin.3	-	ERR1190550-bin.3	1874959
uncultured Prevotellaceae bacterium	370804	PRJEB21624	393957	FCB group	Bacteroidota/Chlorobiota group	2.71251	47.2	-	ONKS01	56	-	-	2018/03/19	2018/03/19	Contig	THE ROSLIN INSTITUTE	SAMEA104667049	GCA_900318475.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/318/475/GCA_900318475.1_Rumen_uncultured_genome_RUG396	-	RUG396	2712506
uncultured Bacteroidales bacterium	194843	PRJEB31266	522726	FCB group	Bacteroidota/Chlorobiota group	2.71251	47.2	-	CACVKY01	56	-	-	2020/02/10	2021/02/22	Contig	THE ROSLIN INSTITUTE	SAMEA6148142	GCA_902754965.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/754/965/GCA_902754965.1_Rumen_uncultured_genome_RUG10010	-	RUG10010	2712506
Bacilli bacterium	1903720	PRJNA925477	925477	Terrabacteria group	Bacillota	0.391044	33.2	-	DAOPAT01	8	389	364	2024/01/09	2024/01/09	Scaffold	CLUE-TERRA	SAMN32865239	GCA_035395205.1	-	-	38289113	AMR_MDS_3504	391044
