Assembly Accession	Actual Size
GCA_005845255.1	3630746
GCA_015669935.1	3630746
GCA_900475315.1	1832904
GCA_016028715.1	1832901
GCA_902509045.1	5705618
GCA_963901165.1	5705618
GCA_013467605.1	6490021
GCA_013467585.1	6490020
GCA_900762425.1	1504455
GCA_902484355.1	1504455
GCA_004745155.1	5030262
GCA_963883545.1	5030262
GCA_008802565.1	6877823
GCA_026126935.1	6877823
GCA_900319395.1	2659556
GCA_902759425.1	2659556
GCA_035395625.1	2562947
GCA_036834545.1	2562947
GCA_021513595.1	6315897
GCA_021513635.1	6315896
GCA_949461815.1	1814894
GCA_949528755.1	1814894
GCA_009814815.1	1788483
GCA_009818255.1	1788481
GCA_009819305.1	1788478
GCA_902758205.1	2801658
GCA_900318455.1	2801658
GCA_003245195.1	5659755
GCA_003245205.1	5659755
GCA_025604015.1	4688307
GCA_040751075.1	4688307
GCA_001258055.1	4049567
GCA_001404195.1	4049567
GCA_000154985.1	1925187
GCA_902373735.2	1925187
GCA_003209225.1	966640
GCA_902606795.1	966640
GCA_900767985.1	1904394
GCA_902486075.1	1904394
GCA_001742985.1	4051274
GCA_902386955.1	4051274
GCA_002286155.1	4101132
GCA_001986495.1	4101131
GCA_900552935.1	1503585
GCA_902480715.1	1503585
GCA_004321515.1	5000727
GCA_006538325.1	5000727
GCA_001535595.1	6975334
GCA_902387305.1	6975334
GCA_022321525.1	5168064
GCA_023100645.1	5168064
GCA_002170745.2	1307145
GCA_002689325.1	1307145
GCA_902364625.1	2655841
GCA_003470605.1	2655841
GCA_017846635.1	1698847
GCA_014874755.1	1698847
GCA_039880475.1	1991978
GCA_040954475.1	1991977
GCA_013342945.1	1991976
GCA_030520045.1	1991976
GCA_902757475.1	2260226
GCA_900317225.1	2260226
GCA_038420185.1	3315359
GCA_014884565.1	3315357
GCA_900321155.1	2252954
GCA_902755335.1	2252954
GCA_902754855.1	2429346
GCA_900316055.1	2429346
GCA_000756815.1	4387007
GCA_000756695.1	4387007
GCA_003210095.1	1151069
GCA_902576855.1	1151069
GCA_900769135.1	2213098
GCA_902486675.1	2213098
GCA_013295155.1	6140152
GCA_013296275.1	6140152
GCA_013295795.1	6140148
GCA_013296265.1	6140147
GCA_015354815.1	2593077
GCA_036400645.1	2593077
GCA_902757995.1	1821336
GCA_900319765.1	1821336
GCA_900319755.1	1575225
GCA_902755985.1	1575225
GCA_000277735.2	4411709
GCA_002290145.1	4411709
GCA_035400325.1	5784070
GCA_036821305.1	5784070
GCA_900989535.1	1729109
GCA_900992355.1	1729106
GCA_015272965.1	2758496
GCA_022396255.1	2758496
GCA_002968995.1	5663704
GCA_963876995.1	5663704
GCA_014850955.1	5395433
GCA_903064715.1	5395433
GCA_902387095.1	6089737
GCA_002899675.1	6089737
GCA_029495675.1	6474884
GCA_026692605.1	6474878
GCA_019312455.1	2898286
GCA_019312605.1	2898286
GCA_020882545.2	1794629
GCA_022678665.1	1794629
GCA_003463065.1	3728016
GCA_902385245.1	3728016
GCA_001294465.1	3303166
GCA_902386245.1	3303166
GCA_963900135.1	3303166
GCA_963902335.1	3303166
GCA_963870935.1	3303166
GCA_001692635.1	4788027
GCA_001692535.1	4788026
GCA_026167805.1	4050992
GCA_026167785.1	4050986
GCA_002155835.1	5355348
GCA_003709105.1	5355348
GCA_001985945.1	4107443
GCA_002286015.1	4107441
GCA_001985325.1	4107439
GCA_001989155.1	4107438
GCA_001605035.1	4107437
GCA_001605485.1	4107437
GCA_032274205.1	4107437
GCA_022407515.1	4107436
GCA_003215175.1	1532747
GCA_902565755.1	1532747
GCA_949523885.1	1539631
GCA_949544415.1	1539631
GCA_002213505.1	2908004
GCA_002213965.1	2908004
GCA_900321205.1	1831476
GCA_902755385.1	1831476
GCA_902373965.1	4638653
GCA_000155995.1	4638653
GCA_000623235.2	4685901
GCA_000623875.2	4685905
GCA_902758495.1	3185451
GCA_900319715.1	3185451
GCA_900186885.1	2132142
GCA_000024945.1	2132142
GCA_902481455.1	2537318
GCA_900545095.1	2537318
GCA_902486035.1	1231980
GCA_900767505.1	1231980
GCA_900319875.1	1740466
GCA_902757435.1	1740466
GCA_016603275.1	1969044
GCA_016603445.1	1969041
GCA_035405365.1	2931860
GCA_036769705.1	2931860
GCA_013009155.1	2495603
GCA_013344425.1	2495603
GCA_902481445.1	4720348
GCA_900555045.1	4720348
GCA_015905125.1	1639140
GCA_017595025.1	1639140
GCA_900162245.1	3100719
GCA_900162415.1	3100721
GCA_945827855.1	1516237
GCA_945876385.1	1516237
GCA_900313715.1	2227712
GCA_902759905.1	2227712
GCA_902759595.1	3146722
GCA_900317735.1	3146722
GCA_002272965.1	5030699
GCA_902387045.1	5030699
GCA_035397085.1	2556192
GCA_036743455.1	2556192
GCA_000158455.1	1690216
GCA_902374005.1	1690216
GCA_009766475.1	4954217
GCA_009798195.1	4954217
GCA_032744275.1	4898369
GCA_033550145.1	4898369
GCA_003419745.1	2789779
GCA_036042315.1	2789775
GCA_025421985.1	5147048
GCA_028464535.1	5147048
GCA_035435525.1	1625765
GCA_036774825.1	1625765
GCA_900319525.1	3284459
GCA_902755445.1	3284459
GCA_035435265.1	1922879
GCA_036816915.1	1922879
GCA_001807865.1	4114905
GCA_902386495.1	4114905
GCA_029719845.1	4822539
GCA_029719865.1	4822538
GCA_902755555.1	1956007
GCA_900314725.1	1956007
GCA_025657475.1	4839594
GCA_025657695.1	4839594
GCA_902759705.1	2107521
GCA_900321215.1	2107521
GCA_019633685.1	3820717
GCA_900177635.1	3820717
GCA_904501775.1	1932439
GCA_015657035.1	1932439
GCA_015656565.1	1543264
GCA_904502115.1	1543264
GCA_031626805.1	5532254
GCA_032335015.1	5532254
GCA_016729525.1	4511100
GCA_963891405.1	4511100
GCA_010592905.1	6668350
GCA_963887275.1	6668350
GCA_003469265.1	2177950
GCA_902364845.1	2177950
GCA_000708125.1	4478089
GCA_963865165.1	4478089
GCA_000373645.1	7948485
GCA_009865325.1	7948485
GCA_035393765.1	2680732
GCA_036769775.1	2680732
GCA_009904995.1	3892893
GCA_963886625.1	3892893
GCA_003073595.1	4694399
GCA_003073575.1	4694397
GCA_010119735.1	5374265
GCA_963887865.1	5374265
GCA_949447935.1	3442474
GCA_949461645.1	3442474
GCA_900769095.1	1591883
GCA_902486645.1	1591883
GCA_902757415.1	1886488
GCA_900320975.1	1886488
GCA_020685315.1	1722012
GCA_022128065.1	1722012
GCA_015555555.1	3295406
GCA_039758455.1	3295406
GCA_035426965.1	1862554
GCA_036727055.1	1862554
GCA_025567385.1	3714607
GCA_902362865.1	3714607
GCA_019212185.1	6342345
GCA_035974255.1	6342345
GCA_023534225.1	4974331
GCA_023534925.1	4974331
GCA_006367055.1	3994932
GCA_026805205.1	3994932
GCA_032745655.1	5193506
GCA_035021445.1	5193506
GCA_900546455.1	2129771
GCA_902481185.1	2129771
GCA_902486755.1	1722504
GCA_900769295.1	1722504
GCA_900760285.1	5745180
GCA_902483655.1	5745180
GCA_902376005.1	4599950
GCA_900078195.1	4599950
GCA_005518345.1	4709567
GCA_005519915.1	4709567
GCA_024221275.1	1714125
GCA_024221545.1	1714124
GCA_004570895.1	2607375
GCA_015234855.1	2607375
GCA_000798625.1	4411582
GCA_963866145.1	4411582
GCA_002357235.1	1284009
GCA_002356715.1	1284005
GCA_001586555.1	4992701
GCA_001586685.1	4992701
GCA_017115325.1	3102378
GCA_902652735.1	3102379
GCA_003834765.1	6516290
GCA_013619545.1	6516290
GCA_035326045.1	3225285
GCA_036828855.1	3225285
GCA_011392055.1	3915690
GCA_026127295.1	3915690
GCA_900548115.1	2137677
GCA_902480635.1	2137677
GCA_019492165.1	5376946
GCA_020148165.1	5376946
GCA_021805205.1	2621134
GCA_028067755.1	2621134
GCA_902760155.1	1152110
GCA_900313725.1	1152110
GCA_000517265.1	5232343
GCA_963864935.1	5232343
GCA_014235825.1	5103600
GCA_018862635.1	5103600
GCA_001997885.1	4411532
GCA_001998145.1	4411532
GCA_001997695.1	4411532
GCA_001998545.1	4411532
GCA_001998425.1	4411532
GCA_001998175.1	4411532
GCA_001998025.1	4411532
GCA_001998735.1	4411532
GCA_001998365.1	4411532
GCA_001998585.1	4411532
GCA_001997495.1	4411532
GCA_001998455.1	4411532
GCA_035396765.1	4055629
GCA_036745755.1	4055629
GCA_036997125.1	5617095
GCA_026162175.1	5617095
GCA_030291115.1	4738654
GCA_030291015.1	4738653
GCA_963902655.1	4456944
GCA_902482945.1	4456944
GCA_012276835.1	2875096
GCA_012276845.1	2875096
GCA_902373725.1	4102325
GCA_000155085.1	4102325
GCA_948825675.1	1734034
GCA_948926655.1	1734034
GCA_009389675.1	4338009
GCA_021083825.1	4338009
GCA_030283825.1	5442401
GCA_030283845.1	5442396
GCA_945828575.1	1139021
GCA_945869055.1	1139021
GCA_033583565.1	4984781
GCA_025056455.1	4984781
GCA_026198335.1	5531602
GCA_037005725.1	5531602
GCA_001988295.1	4107422
GCA_022406995.1	4107422
GCA_001988415.1	4107421
GCA_004634865.1	4107421
GCA_001988995.1	4107419
GCA_001988895.1	4107418
GCA_000647875.1	7654598
GCA_009862115.1	7654598
GCA_000383935.1	8252435
GCA_009864865.1	8252435
GCA_011458315.1	1563274
GCA_011463175.1	1563267
GCA_011457115.1	1563266
GCA_000625295.2	4685698
GCA_037055345.1	4685705
GCA_023806205.1	6912267
GCA_023806295.1	6912267
GCA_024179235.1	6912267
GCA_009749285.1	4757182
GCA_963886775.1	4757182
GCA_024918495.1	1996301
GCA_024918615.1	1996299
GCA_029625195.1	5051071
GCA_029625455.1	5051071
GCA_015637705.1	3667012
GCA_019433675.1	3667012
GCA_002213885.1	2979105
GCA_002213925.1	2979105
GCA_002213945.1	2979105
GCA_026167765.1	2755077
GCA_026167725.1	2755075
GCA_026167705.1	2755080
GCA_026167745.1	2755083
GCA_902507995.1	5846692
GCA_963901195.1	5846692
GCA_036748695.1	3122317
GCA_035435105.1	3122317
GCA_003311945.1	3987160
GCA_963878715.1	3987160
GCA_002065815.1	4873287
GCA_000603545.1	4873287
GCA_009814775.1	1790268
GCA_016601795.1	1790266
GCA_013373955.1	2495260
GCA_963888935.1	2495260
GCA_002900675.1	7301764
GCA_002921055.1	7301764
GCA_018883525.1	4857938
GCA_963892915.1	4857938
GCA_009816885.1	1788670
GCA_009818595.1	1788670
GCA_035323325.1	3928559
GCA_036849715.1	3928559
GCA_025566905.1	2725575
GCA_902362645.1	2725575
GCA_034651275.1	4925505
GCA_036039255.1	4925505
GCA_001512495.1	2282100
GCA_001512575.1	2282100
GCA_002899695.1	3364395
GCA_902387175.1	3364395
GCA_900767005.1	2378747
GCA_902485845.1	2378747
GCA_945830685.1	1306612
GCA_945864075.1	1306612
GCA_035399075.1	2103796
GCA_036725005.1	2103796
GCA_000736635.1	4451605
GCA_963864335.1	4451605
GCA_900318685.1	3958688
GCA_902758695.1	3958688
GCA_037168645.1	5107676
GCA_040010855.1	5107676
GCA_001984925.1	4105364
GCA_001307605.1	4105363
GCA_900465785.1	4105356
GCA_002859585.1	4105355
GCA_002215605.1	4945242
GCA_902381795.1	4945242
GCA_008704055.1	5737703
GCA_008704185.1	5737703
GCA_036998465.1	5589952
GCA_026161585.1	5589952
GCA_902386045.1	3376475
GCA_001454945.1	3376475
GCA_009847485.1	2026475
GCA_011379625.1	2026475
GCA_949529755.1	2068242
GCA_949538225.1	2068242
GCA_035400345.1	3348078
GCA_036743235.1	3348078
GCA_900549655.1	2160344
GCA_902480055.1	2160344
GCA_001553165.1	2355383
GCA_001553215.1	2355383
GCA_002119365.1	4572147
GCA_902387725.1	4572147
GCA_003013515.1	4619673
GCA_963878935.1	4619673
GCA_028462275.1	3144861
GCA_028828595.1	3144861
GCA_020526745.2	4651960
GCA_020526765.2	4651960
GCA_020526805.2	4651959
GCA_020526825.2	4651959
GCA_020526845.2	4651959
GCA_020526725.2	4651958
GCA_020526785.2	4651958
GCA_030769685.1	5878059
GCA_030372785.1	5878059
GCA_001942005.2	2337352
GCA_000152065.3	2337350
GCA_900762125.1	2466924
GCA_902484205.1	2466924
GCA_002097655.1	2727529
GCA_003383725.1	2727529
GCA_009865075.1	8044205
GCA_900090135.1	8044205
GCA_003515425.1	5521456
GCA_003515525.1	5521457
GCA_900766275.1	3878302
GCA_902485345.1	3878302
GCA_014858525.1	5065741
GCA_014930875.1	5065741
GCA_015644765.1	5065741
GCA_024396515.1	5065741
GCA_025567285.1	3235561
GCA_001406175.1	3235561
GCA_019395225.1	2944342
GCA_019395185.1	2944341
GCA_001436835.1	1900053
GCA_022509325.1	1900053
GCA_022509365.1	1900053
GCA_022846015.1	2768447
GCA_022846035.1	2768446
GCA_022828575.1	5903661
GCA_022828555.1	5903660
GCA_036244515.1	3282996
GCA_036244535.1	3282996
GCA_949530515.1	3221673
GCA_949533625.1	3221673
GCA_902755775.1	2358383
GCA_900320465.1	2358383
GCA_002250965.2	4303547
GCA_002251025.2	4303547
GCA_902168615.1	4339201
GCA_963900425.1	4339201
GCA_003725545.1	5908624
GCA_010671795.1	5908624
GCA_001466435.1	4554843
GCA_963869505.1	4554843
GCA_900465735.1	4110570
GCA_022407015.1	4110567
GCA_900764815.1	2715873
GCA_902484775.1	2715873
GCA_015905075.1	1621684
GCA_017594965.1	1621684
GCA_023206795.1	5024642
GCA_028751295.1	5024641
GCA_949519195.1	2491231
GCA_949543975.1	2491231
GCA_945829335.1	2038019
GCA_945878125.1	2038019
GCA_001319845.1	4526044
GCA_902387205.1	4526044
GCA_035405045.1	593624
GCA_036769685.1	593624
GCA_005774015.1	2480024
GCA_005937365.1	2480024
GCA_949540495.1	2199470
GCA_949544695.1	2199470
GCA_900545005.1	1225239
GCA_902480195.1	1225239
GCA_009757995.1	8647010
GCA_013778375.1	8647010
GCA_035435045.1	1867737
GCA_036829315.1	1867737
GCA_900317165.1	1657064
GCA_902757305.1	1657064
GCA_019835705.1	4760462
GCA_019835925.1	4760462
GCA_019835845.1	4760461
GCA_036455105.1	3282579
GCA_036455065.1	3282575
GCA_009662435.1	4299727
GCA_009662415.1	4299726
GCA_006366805.1	4095330
GCA_026805085.1	4095330
GCA_900760405.1	2655157
GCA_902483615.1	2655157
GCA_020990565.1	2857370
GCA_020991045.1	2857367
GCA_003050045.1	5732267
GCA_963879025.1	5732267
GCA_005844725.1	5255533
GCA_015556625.1	5255533
GCA_000833475.1	1862444
GCA_001190905.2	1862440
GCA_000092485.1	1050015
GCA_000093005.1	1050013
GCA_005844105.1	3324331
GCA_015561335.1	3324331
GCA_008802495.1	6392094
GCA_026127155.1	6392094
GCA_900770775.1	1893899
GCA_902487665.1	1893899
GCA_011774445.1	3947980
GCA_011777335.1	3947980
GCA_013041745.1	2968445
GCA_018677195.1	2968445
GCA_020683965.1	4408983
GCA_020683385.1	4408981
GCA_964001715.1	2295781
GCA_913040865.1	2295781
GCA_904501825.1	1982488
GCA_015657055.1	1982488
GCA_902755245.1	2190170
GCA_900321015.1	2190170
GCA_024205545.1	4174905
GCA_024205125.1	4174898
GCA_024205485.1	4174896
GCA_024205585.1	4174896
GCA_900322195.1	2460790
GCA_902756875.1	2460790
GCA_005221725.1	5553163
GCA_005221685.1	5553158
GCA_005222265.1	5553158
GCA_006243135.1	4574807
GCA_963883395.1	4574807
GCA_002776065.1	3022408
GCA_002776175.1	3022405
GCA_002776195.1	3022414
GCA_001771185.1	699981
GCA_001771215.1	699981
GCA_002999935.1	4992608
GCA_003000125.1	4992608
GCA_900995405.1	1826122
GCA_900995935.1	1826125
GCA_002222595.2	3065949
GCA_902381805.1	3065949
GCA_013330135.1	1176641
GCA_003672895.1	1176641
GCA_902759925.1	2108303
GCA_900319455.1	2108303
GCA_003061085.1	4397736
GCA_963878295.1	4397736
GCA_902803825.1	2227506
GCA_900314355.1	2227506
GCA_035441565.1	1910120
GCA_036755725.1	1910120
GCA_020055965.1	1280112
GCA_020062815.1	1280112
GCA_900761685.1	2396863
GCA_902484005.1	2396863
GCA_021460115.1	2933004
GCA_021460095.1	2933003
GCA_017277335.1	2932999
GCA_035441625.1	3279192
GCA_036758405.1	3279192
GCA_014899945.1	4400007
GCA_029867045.1	4400005
GCA_001988875.1	4113750
GCA_001987855.1	4113747
GCA_900547155.1	2277749
GCA_902480345.1	2277749
GCA_900767365.1	1503598
GCA_902485925.1	1503598
GCA_002117425.1	2630908
GCA_902386715.1	2630908
GCA_040746175.1	3782983
GCA_040746165.1	3782981
GCA_040746185.1	3782979
GCA_902374745.1	1864179
GCA_000308055.1	1864179
GCA_900546395.1	2590775
GCA_902480295.1	2590775
GCA_003416765.1	2107986
GCA_902387345.1	2107986
GCA_003481535.1	3566953
GCA_902385575.1	3566953
GCA_004024325.1	4931673
GCA_963882205.1	4931673
GCA_949516535.1	3598267
GCA_949523105.1	3598267
GCA_009625795.1	4773962
GCA_009625775.1	4773959
GCA_902758235.1	2209573
GCA_900319185.1	2209573
GCA_025054775.1	3014431
GCA_033583055.1	3014431
GCA_900556455.1	874887
GCA_902482675.1	874887
GCA_902484545.1	1673150
GCA_900763785.1	1673150
GCA_035325365.1	2751322
GCA_036752285.1	2751322
GCA_009866725.1	6098674
GCA_009834545.1	6098669
GCA_002357075.1	1283464
GCA_002357095.1	1283461
GCA_001244495.1	3453778
GCA_902375485.1	3453778
GCA_003210015.1	909565
GCA_902581345.1	909565
GCA_001481535.2	4710230
GCA_963869605.1	4710230
GCA_001405675.1	6979496
GCA_902362405.1	6979496
GCA_016813195.1	4034606
GCA_016813855.1	4034606
GCA_035398985.1	5770570
GCA_036759245.1	5770570
GCA_000820085.1	4186903
GCA_963867225.1	4186903
GCA_007973365.1	2590632
GCA_007974045.1	2590626
GCA_013415315.1	2736455
GCA_015234835.1	2736455
GCA_022509495.1	1994221
GCA_017367805.1	1994221
GCA_949497245.1	2167366
GCA_949540575.1	2167366
GCA_033396375.1	6185269
GCA_033397055.1	6185268
GCA_949533615.1	1645451
GCA_949542315.1	1645451
GCA_947581745.1	2894191
GCA_030689485.1	2894191
GCA_013296465.1	6140044
GCA_013294475.1	6140043
GCA_013295955.1	6140038
GCA_013294805.1	6140037
GCA_013295685.1	6140037
GCA_013295245.1	6140035
GCA_008692465.1	2731228
GCA_963885615.1	2731228
GCA_001988275.1	4105345
GCA_004009055.1	4105345
GCA_004009135.1	4105345
GCA_001987495.1	4105343
GCA_001986555.1	4105342
GCA_004635705.1	4105341
GCA_001985785.1	4105340
GCA_001988715.1	4105340
GCA_004009335.1	4105338
GCA_001986575.1	4105337
GCA_001988815.1	4105336
GCA_002286135.1	4105336
GCA_020389425.1	2719235
GCA_020389325.1	2719233
GCA_040125985.1	4411523
GCA_039880295.1	4411521
GCA_902170375.1	5252069
GCA_963900715.1	5252069
GCA_937915415.1	2789044
GCA_946529915.1	2789044
GCA_900406905.1	6517091
GCA_963901365.1	6517091
GCA_902755455.1	2160978
GCA_900319635.1	2160978
GCA_030761595.1	3285118
GCA_030762135.1	3285116
GCA_000807775.2	5592065
GCA_000807785.2	5592064
GCA_004332355.1	2338134
GCA_004323775.1	2338132
GCA_000295695.2	5490208
GCA_022221085.1	5490208
GCA_003721555.1	1792261
GCA_003721615.1	1792261
GCA_003721625.1	1792257
GCA_010119885.1	5376124
GCA_963887445.1	5376124
GCA_017315545.1	2505535
GCA_024091645.1	2505535
GCA_037148435.1	6264787
GCA_037148655.1	6264787
GCA_005889995.1	2939272
GCA_041734105.1	2939271
GCA_900315495.1	2928303
GCA_902804025.1	2928303
GCA_002813975.1	4739362
GCA_019931635.1	4739359
GCA_009746175.1	5828068
GCA_013187335.1	5828068
GCA_900542315.1	2198622
GCA_902480005.1	2198622
GCA_035395725.1	3393016
GCA_036834605.1	3393016
GCA_002288845.1	5749690
GCA_002752865.1	5749689
GCA_002909235.1	5453858
GCA_023718555.1	5453858
GCA_022488205.1	4641599
GCA_030053055.1	4641602
GCA_039639755.1	5410482
GCA_039637115.1	5410479
GCA_003672545.1	1572985
GCA_013329865.1	1572985
GCA_001988435.1	4103283
GCA_001986375.1	4103277
GCA_004321525.1	4831342
GCA_006538305.1	4831342
GCA_902375425.1	4702581
GCA_000821085.1	4702581
GCA_018458775.1	2918787
GCA_022509255.1	2918787
GCA_900763915.1	2610589
GCA_902484595.1	2610589
GCA_015560875.1	5647497
GCA_039761895.1	5647497
GCA_036039645.1	5112544
GCA_036227665.1	5112544
GCA_035435565.1	2333419
GCA_036756645.1	2333419
GCA_902484115.1	2531903
GCA_900761875.1	2531903
GCA_900769935.1	1730489
GCA_902487055.1	1730489
GCA_001437465.1	2435824
GCA_902386015.1	2435824
GCA_001752745.1	3447085
GCA_001752785.1	3447085
GCA_945828025.1	1960047
GCA_945877715.1	1960047
GCA_016813005.1	4035331
GCA_016813015.1	4035331
GCA_016813235.1	4035331
GCA_000195955.2	4411532
GCA_017164055.1	4411528
GCA_002886685.1	4411526
GCA_014217195.1	4411530
GCA_001997565.1	4411532
GCA_001998485.1	4411532
GCA_001998105.1	4411532
GCA_001998265.1	4411532
GCA_001998705.1	4411532
GCA_002000905.1	4411532
GCA_027557715.1	3832331
GCA_012980785.1	3832333
GCA_012980845.1	3832333
GCA_012980825.1	3832332
GCA_013375015.1	3832329
GCA_003397505.1	6647372
GCA_009299735.1	6647372
GCA_000155435.1	6548966
GCA_902373945.1	6548966
GCA_035282605.1	2320009
GCA_035282745.1	2320012
GCA_902507195.1	5456366
GCA_963900385.1	5456366
GCA_000470335.1	1992809
GCA_000470635.1	1992812
GCA_000282715.1	10246920
GCA_000454025.1	10246864
GCA_034009015.1	6365055
GCA_034008635.1	6365050
GCA_900036125.1	1988186
GCA_900029775.1	1988193
GCA_000455265.1	5584690
GCA_902375095.1	5584690
GCA_035398925.1	3493635
GCA_036733505.1	3493635
GCA_000011405.1	1895727
GCA_000014605.1	1895727
GCA_003236495.1	2863911
GCA_003316755.1	2863909
GCA_902386145.1	4020363
GCA_000582055.1	4020363
GCA_900637215.1	2832748
GCA_000020425.1	2832748
GCA_902381625.1	2832748
GCA_900315345.1	2307118
GCA_902756485.1	2307118
GCA_900313495.1	1882953
GCA_902759675.1	1882953
GCA_003672295.1	1295602
GCA_013330015.1	1295602
GCA_030028195.1	4688252
GCA_030028155.1	4688249
GCA_007978185.1	2591834
GCA_007978365.1	2591830
GCA_003434675.1	3050452
GCA_902364515.1	3050452
GCA_035394245.1	3690115
GCA_036749845.1	3690115
GCA_900478755.1	3906921
GCA_902387845.1	3906921
GCA_014844295.1	3221278
GCA_014844315.1	3221284
GCA_014844435.1	3221281
GCA_028596065.2	4839261
GCA_028607065.2	4839259
GCA_900554365.1	1306779
GCA_902482335.1	1306779
GCA_905199785.1	1306779
GCA_003425545.1	2896441
GCA_003425915.1	2896441
GCA_033436825.1	3880859
GCA_033548675.1	3880859
GCA_001344275.1	2130267
GCA_900019435.1	2130265
GCA_035394905.1	2907766
GCA_036807885.1	2907766
GCA_902756115.1	2654256
GCA_900319835.1	2654256
GCA_028314285.1	3791615
GCA_015668165.1	3791615
GCA_025567485.1	2657141
GCA_902362965.1	2657141
GCA_902399955.1	2573374
GCA_003436425.1	2573374
GCA_003061145.1	4658495
GCA_963878965.1	4658495
GCA_902758725.1	2076324
GCA_900320725.1	2076324
GCA_009766445.1	4897906
GCA_009766675.1	4897906
GCA_949497235.1	3199033
GCA_949544155.1	3199033
GCA_035435405.1	1683572
GCA_036724485.1	1683572
GCA_902758365.1	1775841
GCA_900318635.1	1775841
GCA_015656815.1	1779496
GCA_904501995.1	1779496
GCA_902485905.1	1683558
GCA_900767385.1	1683558
GCA_902758025.1	1883120
GCA_900317985.1	1883120
GCA_900547425.1	2727252
GCA_902480845.1	2727252
GCA_949536965.1	1469430
GCA_949544285.1	1469430
GCA_003634575.1	5103671
GCA_963896055.1	5103671
GCA_005869865.1	8993737
GCA_007655005.1	8993737
GCA_000241835.2	8478314
GCA_009872595.1	8478314
GCA_035399045.1	3150706
GCA_036838005.1	3150706
GCA_011774375.1	4675278
GCA_011777255.1	4675278
GCA_900762355.1	2117693
GCA_902484255.1	2117693
GCA_902374595.1	5203418
GCA_000238035.1	5203418
GCA_905183055.1	4402586
GCA_022871105.1	4402590
GCA_031183715.1	4790057
GCA_031184215.1	4790057
GCA_031184795.1	4790057
GCA_900552145.1	2063650
GCA_902482535.1	2063650
GCA_019395125.1	4527700
GCA_019395105.1	4527700
GCA_037479455.1	4115562
GCA_004341505.2	4115562
GCA_035327345.1	3002423
GCA_036826515.1	3002423
GCA_015559215.1	2113234
GCA_039756695.1	2113234
GCA_902484455.1	1640193
GCA_900763245.1	1640193
GCA_035394105.1	629852
GCA_036725405.1	629852
GCA_001816205.1	4397833
GCA_001841325.1	4397833
GCA_900765125.1	2462692
GCA_902484935.1	2462692
GCA_028539195.1	6679327
GCA_000702025.1	6679327
GCA_024260625.1	5518193
GCA_024435345.1	5518193
GCA_002310515.1	4093812
GCA_002310535.1	4093812
GCA_000240095.3	4093812
GCA_001029395.1	4218610
GCA_963867165.1	4218610
GCA_001511995.1	4011114
GCA_012781995.1	4011108
GCA_002277815.1	6730269
GCA_026192335.1	6730270
GCA_002909045.1	6254723
GCA_002532005.1	6254723
GCA_900768635.1	2438052
GCA_902486325.1	2438052
GCA_011771495.1	3395771
GCA_011773875.1	3395771
GCA_022809455.1	3840332
GCA_022809495.1	3840332
GCA_036834625.1	620758
GCA_035397705.1	620758
GCA_949523875.1	515422
GCA_949538175.1	515422
GCA_001220845.1	4616848
GCA_963867795.1	4616848
GCA_000154285.1	2191053
GCA_902373665.1	2191053
GCA_023118975.1	6703968
GCA_023118985.1	6703968
GCA_023119045.1	6703968
GCA_023655665.1	2779923
GCA_023655725.1	2779922
GCA_013329765.1	1590362
GCA_003672585.1	1590362
GCA_008692445.1	2688503
GCA_963885705.1	2688503
GCA_008802635.1	6496217
GCA_026126845.1	6496217
GCA_000218465.1	3460754
GCA_902374425.1	3460754
GCA_028570635.1	1702572
GCA_028570685.1	1702569
GCA_002241075.1	3921253
GCA_963875605.1	3921253
GCA_033170385.1	5041847
GCA_033170315.1	5041851
GCA_000321165.1	2331554
GCA_902374905.1	2331554
GCA_040373105.1	2178068
GCA_900087735.2	2178068
GCA_900313255.1	2070203
GCA_902757095.1	2070203
GCA_013414965.1	6264575
GCA_013414985.1	6264575
GCA_945830205.1	1929042
GCA_945873325.1	1929043
GCA_012070395.1	3847176
GCA_010435925.1	3847176
GCA_037936795.1	5335245
GCA_037936935.1	5335245
GCA_016404955.1	2914725
GCA_024391055.1	2914725
GCA_000275645.1	4089020
GCA_001318185.1	4089020
GCA_025604045.1	4693184
GCA_040751005.1	4693184
GCA_900552135.1	1468207
GCA_902467585.1	1468207
GCA_902374915.1	1603423
GCA_000345485.2	1603423
GCA_008830455.1	2192350
GCA_009016485.1	2192350
GCA_025604125.1	4689232
GCA_040751035.1	4689232
GCA_036263135.1	2888314
GCA_036264895.1	2888314
GCA_000373225.1	7004837
GCA_009865125.1	7004837
GCA_900324065.1	2730984
GCA_900324045.1	2730983
GCA_000967495.1	5201999
GCA_963866375.1	5201999
GCA_011774465.1	1835019
GCA_011777315.1	1835019
GCA_003461845.1	3371135
GCA_902364935.1	3371135
GCA_900475835.1	2749647
GCA_000024065.1	2749646
GCA_019048465.1	2749646
GCA_902486695.1	667445
GCA_900769105.1	667445
GCA_948988365.1	2683920
GCA_949086195.1	2683920
GCA_003265595.1	4520723
GCA_900491715.1	4520723
GCA_963878175.1	4520723
GCA_963900735.1	4520723
GCA_000478765.1	5661799
GCA_963865335.1	5661799
GCA_020052275.1	4261913
GCA_020060705.1	4261913
GCA_022482285.1	2044198
GCA_022482385.1	2044197
GCA_031843325.1	2728357
GCA_031843405.1	2728357
GCA_900761085.1	1966664
GCA_902483795.1	1966664
